Category,Headline,SubHeading,Link
Amerikansk fodbold,Kriseramt NFL-hold står bag sæsonens første trænerfyring,"Otte uger skulle der gå af sæsonen, før det første hold tager konsekvensen af skuffende resultater.",https://sport.tv2.dk/amerikansk-fodbold/2023-11-01-kriseramt-nfl-hold-staar-bag-saesonens-foerste-traenerfyring
Håndbold,Ikast vinder guld,"Håndboldekspert Peter Bruun Jørgensen spår i denne klumme, at dominansen fra Esbjerg og Odense bliver brudt.",https://sport.tv2.dk/haandbold/2023-11-01-ikast-vinder-guld
Boksning,Dansk verdensmester tager drastisk beslutning,"Dina Thorslund har sat sit arbejde på pause i et år, så hun får mere tid til at pleje boksekarrieren.",https://sport.tv2.dk/boksning/2023-11-01-dansk-verdensmester-tager-drastisk-beslutning
Tennis,Alcaraz reagerer på chok-exit,Den unge spanier fik ikke et drømmecomeback efter flere ugers skader.,https://sport.tv2.dk/tennis/2023-11-01-alcaraz-reagerer-paa-chok-exit
Fodbold,FCK-træner om tilbagevendt Cornelius: - Vigtigere er han heller ikke,FCK-træner Jacob Neestrup kan igen bruge sin skadesplagede angriber.,https://sport.tv2.dk/fodbold/2023-11-01-fck-traener-om-tilbagevendt-cornelius-vigtigere-er-han-heller-ikke
Basketball,Fænomenets dunk vækker opsigt: - Vanvittigt,Reaktionerne er mange fra NBA-verdenen.,https://sport.tv2.dk/basketball/2023-11-01-faenomenets-dunk-vaekker-opsigt-vanvittigt
Fodbold,"FCK-træner erkender ""åbenlyst forkert"" beslutning","FCK-træner Jacob Neestrup erkender, at han havde sat sit mandskab forkert op til opgøret mod FC Midtjylland.",https://sport.tv2.dk/fodbold/2023-11-01-fck-traener-erkender-aabenlyst-forkert-beslutning
Tennis,Stjerne efter stjerne storroser Rune,Nogle af verdens allerbedste tennisspillere storroser Rune trods danskerens formdyk.,https://sport.tv2.dk/tennis/2023-10-31-stjerne-efter-stjerne-storroser-rune
Fodbold,"Matchvinder tænkte på én ting, da han sad på bænken",Roony Bardghji blev den store helt.,https://sport.tv2.dk/fodbold/2023-10-31-matchvinder-taenkte-paa-en-ting-da-han-sad-paa-baenken
Fodbold,Saudi-Arabiens mulige VM-værtskab får kritik,"Amnesty sætter spørgsmålstegn ved, om Saudi-Arabien lever op til FIFAs menneskerettighedsforpligtelser.",https://sport.tv2.dk/fodbold/2023-11-01-saudi-arabiens-mulige-vm-vaertskab-faar-kritik
Tennis,Alcaraz i choknederlag,Carlos Alcaraz nåede kun én kamp i den prestigefyldte ATP 1000-turnering.,https://sport.tv2.dk/tennis/2023-10-31-alcaraz-i-choknederlag
Fodbold,Indskiftet FCK-teenager sender FCM ud af pokalen,"FCK's teenager Roony Bardghji blev matchvinder, da hjemmeholdet med en 1-0-sejr sendte FCM ud af pokalturneringen.",https://sport.tv2.dk/fodbold/2023-10-31-indskiftet-fck-teenager-sender-fcm-ud-af-pokalen
Håndbold,Gidsel tager sine forbehold før strabadserende år,Den danske profil forbereder sig på en strabadserende 2024-sæson.,https://sport.tv2.dk/haandbold/2023-10-31-gidsel-tager-sine-forbehold-foer-strabadserende-aar
Håndbold,Comeback sikrer NFH-forløsning – Odense får også Final 4-plads,"Aarhus United formøblede en tomålsføring, da kvartfinalen skulle afgøres. I den sene kamp levede Odense op til favoritværdigheden.",https://sport.tv2.dk/haandbold/2023-10-31-comeback-sikrer-nfh-forloesning-odense-faar-ogsaa-final-4-plads
Fodbold,Pokalturneringen: FC København - FC Midtjylland,Hvad skete der? FC København slog FC Midtjylland 1-0 i pokalturneringen. ,https://sport.tv2.dk/live/fodbold/2023-10-31-pokalturneringen-fc-koebenhavn-fc-midtjylland
Fodbold,Danmark holder OL-drøm i live,"Sikker sejskurs blev pludselig vekslet til slingrekurs, men Danmark holdt stand.",https://sport.tv2.dk/fodbold/2023-10-31-danmark-holder-ol-droem-i-live
Fodbold,"- OL har altid været en drøm for mig, siger Thøgersen",Med sejren over Wales har Danmark vundet fire ud af fire kampe i Nations League.,https://sport.tv2.dk/fodbold/2023-10-31-ol-har-altid-vaeret-en-droem-for-mig-siger-thoegersen
Fodbold,Israels EM-kvalifikationskampe rykkes til Ungarn,Af sikkerhedsgrunde tillader Uefa foreløbig ingen kampe i europæiske turneringer på israelsk grund.,https://sport.tv2.dk/fodbold/2023-10-31-israels-em-kvalifikationskampe-rykkes-til-ungarn
Badminton,Dansk stjernepar har fundet opskriften – nu skal de drømme om det ultimative ,Til sommer gælder det OL i Paris.,https://sport.tv2.dk/badminton/2023-10-30-dansk-stjernepar-har-fundet-opskriften-nu-skal-de-droemme-om-det-ultimative
Cykling,"Cort tager kampen op mod noget, han ikke har satset på i mange år","Magnus Cort får flere nye opgaver, når han fra næsten sæson skal køre for Uno-X.",https://sport.tv2.dk/cykling/2023-10-29-cort-tager-kampen-op-mod-noget-han-ikke-har-satset-paa-i-mange-aar
Fodbold,AGF - Randers,Hvad skete der? AGF og Randers spillede et dramatisk lokalopgør i Superligaen.,https://sport.tv2.dk/live/fodbold/2023-10-30-agf-randers
Fodbold,Van der Vaart frygter Ajax-nedrykning,Den tidligere Ajax-anfører Rafael van der Vaart ser med bange anelser på Ajax' fremtid.,https://sport.tv2.dk/fodbold/2023-10-30-van-der-vaart-frygter-ajax-nedrykning
Håndbold,Mikkel Hansen overvejede karrierestop efter hård periode,Mikkel Hansen er tilbage på landsholdet for første gang siden VM-triumfen i januar og fortæller nu om sin svære periode.,https://sport.tv2.dk/haandbold/2023-10-30-mikkel-hansen-overvejede-karrierestop-efter-haard-periode
Fodbold,Frank Arnesen bliver bestyrelsesmedlem i PSV,Bestyrelsen i den hollandske fodboldklub PSV Eindhoven får i skikkelse af Frank Arnesen et dansk medlem.,https://sport.tv2.dk/fodbold/2023-10-30-frank-arnesen-bliver-bestyrelsesmedlem-i-psv
Cykling,Dansker vender tilbage til Team DSM i ny rolle,"Asbjørn Kragh Andersen indstillede sin karriere sidste år, men nu vender han tilbage til cykelsporten som sportsdirektør.",https://sport.tv2.dk/cykling/2023-10-30-dansker-vender-tilbage-til-team-dsm-i-ny-rolle
Fodbold,Ekspert hylder uhyggelige Giroud,Den franske angriber noterede sig for to mål imod Napoli.,https://sport.tv2.dk/fodbold/2023-10-30-ekspert-hylder-uhyggelige-giroud
Tennis,Spilleres opråb om umenneskelige vilkår fortsætter,Novak Djokovic har taget sagen i egen hånd i håbet om at komme problemet til livs.,https://sport.tv2.dk/tennis/2023-10-11-spilleres-opraab-om-umenneskelige-vilkaar-fortsaetter
Fodbold,Dansker smøgede ærmerne op og nærmer sig kultstatus i sin klub,Danskeren har gang i en forrygende sæson for norske Brann.,https://sport.tv2.dk/fodbold/2023-10-30-dansker-smoegede-aermerne-op-og-naermer-sig-kultstatus-i-sin-klub
Formel 1,Nu ligger Haas sidst: - Det er jo uundgåeligt,2023 har været et skuffende år for Haas.,https://sport.tv2.dk/formel-1/2023-10-30-nu-ligger-haas-sidst-det-er-jo-uundgaaeligt
Fodbold,Kæmpe Vejle-fejl koster dyrt,Begge hold kæmper en kamp i bunden.,https://sport.tv2.dk/fodbold/2023-10-29-kaempe-vejle-fejl-koster-dyrt
Fodbold,Silkeborg IF - Odense Boldklub,Med det uafgjorte resultat mellem Silkeborg og OB takker vi af for nu.,https://sport.tv2.dk/live/fodbold/2023-10-29-silkeborg-if-odense-boldklub
Fodbold,Én dansker dumpes – en anden får 12,I alt er otte danskere blevet bedømt. ,https://sport.tv2.dk/fodbold/2023-10-29-en-dansker-dumpes-en-anden-faar-12
Fodbold,Luis Diaz ude af Liverpools trup efter kidnapning,"Liverpool-spillerens far holdes stadig som gidsel af ukendte gerningsmænd, mens moren tidligere på dagen blev befriet.",https://sport.tv2.dk/fodbold/2023-10-29-luis-diaz-ude-af-liverpools-trup-efter-kidnapning
Tour de France,"Jumbo afslører detaljer om etapen, der fik Touren til at tippe",Der var intet tilfældigt over Jonas Vingegaards etapesejr i Tour de France 2023.,https://sport.tv2.dk/cykling/2023-10-28-jumbo-afsloerer-detaljer-om-etapen-der-fik-touren-til-at-tippe
Fodbold,Vejle Boldklub - Viborg FF ,"Med 1–1 mellem Vejle og Viborg takker vi af for nu. Tak, fordi I fulgte med!",https://sport.tv2.dk/live/fodbold/2023-10-29-vejle-boldklub-viborg-ff
Amerikansk fodbold,"Super Bowl-favorit har opfundet omdiskuteret spil – det giver dem en fordel, siger ekspert",Eagles har forfinet et velkendt spil.,https://sport.tv2.dk/amerikansk-fodbold/2023-10-26-super-bowl-favorit-har-opfundet-omdiskuteret-spil-det-giver-dem-en-fordel-siger-ekspert
Skisport,Kraftig vind spolerer mændenes World Cup-premiere,"Christian Borgnæs nåede at sætte en tid i østrigske Sölden, før løbet blev afblæst på grund af uvejr.",https://sport.tv2.dk/skisport/2023-10-29-kraftig-vind-spolerer-maendenes-world-cup-premiere
Fodbold,Billing scorede spektakulært mål og delte særligt budskab,"Philip Billing scorede et klassemål mod Burnley lørdag eftermiddag og viste efterfølgende en t-shirt, han havde på inden under sin fodboldtrøje.",https://sport.tv2.dk/fodbold/2023-10-29-billing-scorede-spektakulaert-maal-og-delte-saerligt-budskab
Tennis,"Runes farvel til Basel var kedeligt, men Paris står allerede klar med åbne arme",I den franske hovedstad er de vilde med den forsvarende vinder af Paris Masters.,https://sport.tv2.dk/tennis/2023-10-29-runes-farvel-til-basel-var-kedeligt-men-paris-staar-allerede-klar-med-aabne-arme
Ishockey,Adam Johnson død efter sammenstød på isen,En voldsom kollision på isen i England kostede lørdag ishockeyspilleren Adam Johnson livet.,https://sport.tv2.dk/ishockey/2023-10-29-adam-johnson-doed-efter-sammenstoed-paa-isen
Fodbold,Spillede hele Él Clasico – nu er han ude med brud i foden,Aurélien Tchouameni har fået et træthedsbrud i foden og er ude på ubestemt tid.,https://sport.tv2.dk/fodbold/2023-10-29-spillede-hele-el-clasico-nu-er-han-ude-med-brud-i-foden
Fodbold,Fik to mål annulleret og forlod banen i stor vrede,"Moise Kean har fortsat ikke scoret i Serie A i denne sæson, selvom han fik bolden i kassen to gange lørdag.",https://sport.tv2.dk/fodbold/2023-10-29-fik-to-maal-annulleret-og-forlod-banen-i-stor-vrede
