Category,Headline,SubHeading,Link
Fodbold,Kvindefodbold i USA lander rekordstor aftale,"Den bedste amerikanske kvindeliga har lavet en ny rettighedsaftale, der har en værdi på 240 millioner dollar.",https://sport.tv2.dk/fodbold/2023-11-10-kvindefodbold-i-usa-lander-rekordstor-aftale
Badminton,Her bliver danskeres drøm til virkelighed,Herredoublen hænger ved siden af Viktor Axelsen. ,https://sport.tv2.dk/badminton/2023-11-10-her-bliver-danskeres-droem-til-virkelighed
Fodbold,Tottenham henter endnu en dansker ,Unge Frederik Leth følger efter Johan Lange og er tiltrådt i en stilling i Tottenhams sportslige ledelse.,https://sport.tv2.dk/fodbold/2023-11-10-tottenham-henter-endnu-en-dansker
Håndbold,Stjerne scorer 26 mål i rekordkamp,Målene blev sat ind mod et australsk håndboldhold. ,https://sport.tv2.dk/haandbold/2023-11-10-stjerne-scorer-26-maal-i-rekordkamp
Fodbold,- Brasilianerne døbte jo fodbold som det smukke spil,En europæisk kamp i Finland torsdag aften var ikke historiens bedste reklamesølje for fodboldspillet. ,https://sport.tv2.dk/fodbold/2023-11-10-brasilianerne-doebte-jo-fodbold-som-det-smukke-spil
Fodbold,Suarez laver hattrick på 19 minutter,"Luis Suarez scorede hattrick, da hans hold, Gremio, i en topkamp slog Botafogo 4-3.",https://sport.tv2.dk/fodbold/2023-11-10-suarez-laver-hattrick-paa-19-minutter
Fodbold,"Dansker blev ramt i maven: - Vi grinte, siger modstander",Efter slutfløjt blev begge spillere spurgt ind til hændelsen. ,https://sport.tv2.dk/fodbold/2023-11-10-dansker-blev-ramt-i-maven-vi-grinte-siger-modstander
Fodbold,"Ekspert om FCN: - Noget af det dårligste, jeg har set dem",Jonas Hebo Goldmann hæfter sig særligt ved FCN's anden halvleg.,https://sport.tv2.dk/fodbold/2023-11-09-ekspert-om-fcn-noget-af-det-daarligste-jeg-har-set-dem
Fodbold,Modstanders træner stikker til FCN,"Spartak Trnavas cheftræner har set flere kampe fra Farum, hvor han ikke mener, at der er den store stemning.",https://sport.tv2.dk/fodbold/2023-11-09-modstanders-traener-stikker-til-fcn
Fodbold,Israelske hold med markering i europæisk comeback ,Efter ikke at have spillet siden starten af oktober vendte to israelske hold torsdag tilbage i kamp i Europa.,https://sport.tv2.dk/fodbold/2023-11-10-israelske-hold-med-markering-i-europaeisk-comeback
Fodbold,Dobbelt nedtur for dansker i samme sekvens mod Liverpool,Danskeren kunne heldigvis spille kampen til ende på trods af uheldet.,https://sport.tv2.dk/fodbold/2023-11-10-dobbelt-nedtur-for-dansker-i-samme-sekvens-mod-liverpool
Fodbold,"FCN-træner havde nogle ting, han ""skulle have afklaret"" ",FC Nordsjælland kan stadig selv spille sig videre i Conference League. ,https://sport.tv2.dk/fodbold/2023-11-09-fcn-traener-havde-nogle-ting-han-skulle-have-afklaret
Fodbold,Dårligt nyt for FCN,Ludogorets besejrede på hjemmebane det tyrkiske storhold Fenerbahce og åbnede gruppen med FC Nordsjælland.,https://sport.tv2.dk/fodbold/2023-11-09-daarligt-nyt-for-fcn
Fodbold,"- Vi er stadig i en god position, siger FCN-træner","Johannes Hoff Thorup ved ikke, hvad der gik galt efter pausen mod Trnava.",https://sport.tv2.dk/fodbold/2023-11-10-vi-er-stadig-i-en-god-position-siger-fcn-traener
Fodbold,Alt fra en stor europæisk aften,"Hvad skete der? Der var fuld spillerunde i Europa League og Conference League, og denne liveblog blev brugt til at samle alt det bedste fra aftenen.",https://sport.tv2.dk/live/fodbold/2023-11-09-alt-fra-en-stor-europaeisk-aften
Håndbold,Kolding tog vital sejr: - En kæmpe forløsning,KIF Kolding vandt bundbraget mod Lemvig-Thyborøn med fem mål.,https://sport.tv2.dk/haandbold/2023-11-09-kolding-tog-vital-sejr-en-kaempe-forloesning
Fodbold,"- Selvfølgelig er vi rigtig skuffede, siger FCN-målscorer",FC Nordsjælland måtte meget overraskende nøjes med ét point på hjemmebane mod Trnava i Conference League.,https://sport.tv2.dk/fodbold/2023-11-09-selvfoelgelig-er-vi-rigtig-skuffede-siger-fcn-maalscorer
Fodbold,"- Jeg fatter ikke, det kan ske på det her niveau, siger ekspert",Panathinaikos' målmand Alberto Brignoli fik en uheldig hovedrolle i starten af kampen mod Rennes.,https://sport.tv2.dk/fodbold/2023-11-09-jeg-fatter-ikke-det-kan-ske-paa-det-her-niveau-siger-ekspert
Fodbold,Conference League: FCN - Trnava,Hvad skete der? FC Nordsjælland led et skuffende pointtab i Conference League-kampen mod Trnava. ,https://sport.tv2.dk/live/fodbold/2023-11-09-conference-league-fcn-trnava
Fodbold,FCN skuffer i Europa,Superligaens tophold havde problemer.,https://sport.tv2.dk/fodbold/2023-11-09-fcn-skuffer-i-europa
Fodbold,Liverpool taber overraskende efter kæmpe drama til sidst,Den engelske traditionsklub måtte se sig slået 3-2 af Toulouse.,https://sport.tv2.dk/fodbold/2023-11-09-liverpool-taber-overraskende-efter-kaempe-drama-til-sidst
Fodbold,Liverpool-stjernes far løsladt efter kidnapning,Luis Diaz' forældre blev kidnappet i slutningen af oktober.,https://sport.tv2.dk/fodbold/2023-11-09-liverpool-stjernes-far-loesladt-efter-kidnapning
Håndbold,Tryghed og socialt samvær var afgørende for Kirkeløkkes klubskifte,Niclas Kirkeløkke har skrevet under med den tyske storklub Flensburg-Handewitt fra næste sommer.,https://sport.tv2.dk/haandbold/2023-11-09-tryghed-og-socialt-samvaer-var-afgoerende-for-kirkeloekkes-klubskifte
Fodbold,FCK-profil langer ud efter Bruno Fernandes,Ifølge Mohamed Elyounoussi klynker og klager Bruno Fernandes altid. ,https://sport.tv2.dk/fodbold/2023-11-09-fck-profil-langer-ud-efter-bruno-fernandes
Tennis,ATP Finals – lodtrækning,"Hvad skete der? Holger Rune fik sat navn på de tre modstandere, han i første omgang skal dyste imod ved herrernes sæsonfinaler i tennis.",https://sport.tv2.dk/live/tennis/2023-11-09-atp-finals-lodtraekning
Tennis,Rune får svær lodtrækning til sæsonfinalen,Den danske stjerne er kommet i pulje med store navne.,https://sport.tv2.dk/tennis/2023-11-09-rune-faar-svaer-lodtraekning-til-saesonfinalen
Sport,FCN klar til at udnytte gunstigt scenarie,"FC Nordsjælland får torsdag besøg af Spartak Trnava, der ligger sidst i deres Conference League-gruppe. ",https://sport.tv2.dk/2023-11-08-fcn-klar-til-at-udnytte-gunstigt-scenarie
Fodbold,"""Modigt"" dommervalg af UEFA kostede dyrt: - Det er ærgerligt for ham","Den litauiske dommer i opgøret mellem FCK og Manchester United, Donatas Rumsas, slap ikke godt fra den store opgave.",https://sport.tv2.dk/fodbold/2023-11-09-modigt-dommervalg-af-uefa-kostede-dyrt-det-er-aergerligt-for-ham
Fodbold,FCK besejrede Manchester United,Onsdag aften skrev FCK historie ved at vinde 4-3 over Manchester United i Champions League. Her i livebloggen får du alle de bedste reaktioner og nyheder dagen derpå.,https://sport.tv2.dk/live/fodbold/2023-11-09-fck-besejrede-manchester-united
Fodbold,FCK-tifo vækker opsigt – profil hylder skaberne bag,"Kampen mod Manchester United var end ikke begyndt, før FCK gav genlyd rundt omkring i Europa.",https://sport.tv2.dk/fodbold/2023-11-09-fck-tifo-vaekker-opsigt-profil-hylder-skaberne-bag
Håndbold,Kirkeløkke skifter til storklub ,Den danske landsholdsspiler har fremtiden på plads. ,https://sport.tv2.dk/haandbold/2023-11-09-kirkeloekke-skifter-til-storklub
Fodbold,Lerager med kæk kommentar til dommer ,Lukas Lerager så længe ud til at få en uheldig hovedrolle i Parken. ,https://sport.tv2.dk/fodbold/2023-11-08-lerager-med-kaek-kommentar-til-dommer
Tennis,"Her er alt, du skal vide om Runes store mål","Holger Rune er den første dansker, der er med til sæsonfinalerne i single på herresiden.",https://sport.tv2.dk/tennis/2023-11-08-her-er-alt-du-skal-vide-om-runes-store-maal
Fodbold,Skov melder afbud til landsholdet,Robert Skov melder afbud til Danmarks kommende EM-kvalifikationskampe.,https://sport.tv2.dk/fodbold/2023-11-09-skov-melder-afbud-til-landsholdet
VM i håndbold,"- Det var en træls besked at give, siger landstræner","Anna Kristensen viser storspil for Team Esbjerg, men det er ikke nok til at sikre mange spilminutter ved VM.",https://sport.tv2.dk/haandbold/2023-11-08-det-var-en-traels-besked-at-give-siger-landstraener
