Category,Headline,SubHeading,Link
Badminton,Axelsen vinder japansk turnering for første gang efter hård finale,Viktor Axelsen vandt søndag Japan Masters efter en dramatisk finale i to sæt.,https://www.dr.dk/sporten/badminton/axelsen-vinder-japansk-turnering-foerste-gang-efter-vild-finale
Kort sport,Magnussen bliver nummer 13 i Las Vegas-show,For første gang i tre Formel 1-grandprixer lykkedes det søndag morgen dansk tid for Kevin Magnussen at gennemføre et helt løb.,https://www.dr.dk/sporten/seneste-sport/magnussen-bliver-nummer-13-i-las-vegas-show
Skak,Ung dansker var tæt på sensationen mod skakgeniet Magnus Carlsen,Den 19-årige Jonas Buhl Bjerre spillede remis mod den norske verdensetter ved EM for hold. ,https://www.dr.dk/sporten/skak/ung-dansker-var-taet-paa-sensationen-mod-skakgeniet-magnus-carlsen
Kort sport,Curlingkvinderne slutter første EM-dag med sejr,Danmark lørdag fik en skidt start på titelforsvaret ved kvindernes EM i curling med et nederlag på 1-12 til Schweiz.,https://www.dr.dk/sporten/seneste-sport/curlingkvinderne-slutter-foerste-em-dag-med-sejr
Kort sport,Frankrig sikrer rekordsejr over Gibraltars fodboldherrer,Frankrigs fodboldlandshold vandt lørdag aften med hele 14-0 hjemme over Gibraltar i EM-kvalifikationen.,https://www.dr.dk/sporten/seneste-sport/frankrig-sikrer-rekordsejr-over-gibraltars-fodboldherrer
Kort sport,Djokovic slår spansk tennisstjerne og er i sæsonfinalen,"Novak Djokovic er en af tidernes største tennisspillere, og lørdag aften viste han hvorfor.",https://www.dr.dk/sporten/seneste-sport/djokovic-slaar-spansk-tennisstjerne-og-er-i-saesonfinalen
Kort sport,Tiger Woods gør comeback i december,"Tiger Woods har holdt turneringspause siden april, men inden længe er golfikonet tilbage på banen.",https://www.dr.dk/sporten/seneste-sport/tiger-woods-varsler-comeback-paa-golfbanen-i-december
VM håndbold,"Landstræneren afviser favoritrolle, men det kan 12.000 sjæle i Boxen måske ændre på","Jesper Jensen glæder sig til stemningen i Boxen i Herning, som han ser som et afgørende element i Danmarks jagt på VM-guld.",https://www.dr.dk/sporten/haandbold/vm/landstraeneren-afviser-favoritrolle-men-det-kan-12000-sjaele-i-boxen-maaske
Herrelandsholdet,Landsholdet drømmer ikke om at vinde EM,Herrelandsholdets målsætning ved sommerens fodbold-EM i Tyskland er klar.,https://www.dr.dk/sporten/fodbold/landsholdet/dbu-droemmer-ikke-om-vinde-em-men-om-gaa-videre-fra-puljen
Kort sport,Dansk keepers stærke præstation hjælper Flensburg til sejr,"Kevin Møller lignede lørdag en håndboldspiller, der meget gerne vil have en plads på det danske landshold til EM i januar.",https://www.dr.dk/sporten/seneste-sport/dansk-keepers-staerke-praestation-hjaelper-flensburg-til-sejr
Kort sport,Syvmålssejr sender Fredericia Håndboldklub op på andenpladsen,Fredericia Håndboldklub har krammet på Bjerringbro-Silkeborg Håndbold.,https://www.dr.dk/sporten/seneste-sport/syvmaalssejr-sender-fredericia-haandboldklub-op-paa-andenpladsen
Kort sport,Tidligere Brøndby-profil misser landsholdsdebut på grund af sygdom,Mandag er udelukket som dagen for Morten Frendrups mulige debut for Danmarks fodboldherrer.,https://www.dr.dk/sporten/seneste-sport/tidligere-broendby-profil-misser-landsholdsdebut-paa-grund-af-sygdom
Kort sport,Ung dansk topscorer sender FC Nordsjælland til tops i kvindeligaen,"Emilia Asgeirsdottir er måske blot 18 år gammel, men den danske angriber ligner allerede en erfaren målscorer.",https://www.dr.dk/sporten/seneste-sport/ung-dansk-topscorer-sender-fc-nordsjaelland-til-tops-i-kvindeligaen
Champions League,Odense Håndbold prygler de svenske mestre i Champions League,De danske vicemestre vandt med 18 mål over bundproppen IK Sävehof i det europæiske gruppespil. ,https://www.dr.dk/sporten/haandbold/championsleague/odense-haandbold-prygler-de-svenske-mestre-i-champions-league
Kort sport,Sinner finaleklar efter sejr over Medvedev,"Jannik Sinner fortsatte lørdag sin blændede storform, da han slog en ellers modstandsdygtig Daniil Medvedev ved sæsonfinalen i tennis, ATP Finals.",https://www.dr.dk/sporten/seneste-sport/sinner-finaleklar-efter-sejr-over-medvedev
Kort sport,Dansk-østrigsk skiløber tidligt ude af World Cup-løb,Den reelle premiere på mændenes World Cup-sæson blev en kort fornøjelse for den dansk-østrigske skiløber Christian Borgnæs.,https://www.dr.dk/sporten/seneste-sport/dansk-oestrigsk-skiloeber-tidligt-ude-af-world-cup-loeb
Kort sport,Fire danske golfspillere er med i topstriden i sæsonfinalen,Der var både gode og dårlige danske nyheder fra DP World Tours sæsonfinale lørdag eftermiddag.,https://www.dr.dk/sporten/seneste-sport/fire-danske-golfspillere-er-med-i-topstriden-i-saesonfinalen
Champions League,Dansker vil 'vinde det hele' med verdens største håndboldklub,"Kristina Jørgensen har særligt ét mål med sit skifte til ungarske Györ, og det er at vinde titler både nationalt og internationalt. ",https://www.dr.dk/sporten/haandbold/championsleague/dansker-vil-vinde-det-hele-med-verdens-stoerste-haandboldklub
Kort sport,Curlingkvinderne får dårlig start på EM-titelforsvaret,"Opdateret: Danmark vandt sin anden kamp ved EM, da man slog værtslandet Skotland med 11-9.",https://www.dr.dk/sporten/seneste-sport/curlingkvinderne-faar-daarlig-start-paa-em-titelforsvaret
Kort sport,Hjulmand erstatter karantæneramt profil med debutant,"Den danske fodboldspiller Morten Frendrup kan få sin landsholdsdebut, når Danmarks fodboldherrer mandag aften møder Nordirland i den sidste kamp i EM-kvalifikationen.",https://www.dr.dk/sporten/seneste-sport/hjulmand-erstatter-karantaeneramt-profil-med-debutant
Kort sport,Kevin Magnussen leverer lovende kvalifikation i Las Vegas,Kevin Magnussen befinder sig tilsyneladende godt i Sin City.,https://www.dr.dk/sporten/seneste-sport/kevin-magnussen-leverer-lovende-kvalifikation-i-las-vegas
Badminton,Suveræn Axelsen knuser japansk opkomling og er klar til ny finale,Viktor Axelsen spillede sig lørdag formiddag sikkert videre til finalen ved Japan Masters.,https://www.dr.dk/sporten/badminton/suveraen-axelsen-knuser-japansk-opkomling-og-er-klar-til-ny-finale
Vintersport,Højgravide Dupont dropper EM-afbud og skal lede landsholdets guldforsvar,"Hun har termin til jul, men Madeleine Dupont er stadig rejst med landsholdet til EM i Curling.",https://www.dr.dk/sporten/vintersport/hoejgravide-dupont-dropper-em-afbud-og-skal-lede-landsholdets-guldforsvar
Kort sport,NHL-dansker fortsætter målformen,"Nikolaj Ehlers lader til at blive ved med at have held på isen i den bedste nordamerikanske ishockeyliga, NHL.",https://www.dr.dk/sporten/seneste-sport/nhl-dansker-fortsaetter-maalformen
Herrelandsholdet,"Landsholdet jubler over, at Delaney 'kunne få sit A-game frem'",Både medspillere og træner Kasper Hjulmand roser Thomas Delaney efter fredagens sejr over Slovenien.,https://www.dr.dk/sporten/fodbold/landsholdet/landsholdet-jubler-over-delaney-kunne-faa-sit-game-frem
Kort nyt,Fodboldkommentator om sejr i Parken: 'Landsholdet ramte formen på den helt rigtige aften',Med 2-1-sejren mod Slovenien er Danmark klar til EM i fodbold i Tyskland næste sommer.,https://www.dr.dk/nyheder/seneste/fodboldkommentator-om-sejr-i-parken-landsholdet-ramte-formen-paa-den-helt-rigtige
Kort sport,Hjulmand stolt over kvalifikation til EM,Kasper Hjulmand skal endnu engang lede Danmarks bedste fodboldherrer til en slutrunde.,https://www.dr.dk/sporten/seneste-sport/hjulmand-stolt-over-em-kvalifikation
Herrelandsholdet,KARAKTERER Afløserne scorer topkarakter,"Vurdér selv herunder, hvilke karakterer landsholdsspillerne skal have.",https://www.dr.dk/sporten/fodbold/landsholdet/karakterer-afloeserne-faar-topkarakter-efter-em-kvalifikation
Herrelandsholdet,'Det er en kongefølelse': Mæhle har drømt om EM-billetten i over et år,Med 2-1-sejren mod Slovenien er Danmark og Joakim Mæhle klar til EM i Tyskland næste sommer.,https://www.dr.dk/sporten/fodbold/landsholdet/det-er-en-kongefoelelse-maehle-har-droemt-om-em-billetten-i-over-et-aar
Herrelandsholdet,Mæhles målnæse og Delaneys drøn sender Danmark til EM,Med sejren mod Slovenien er Danmarks fodboldlandshold klar til EM i Tyskland næste sommer.,https://www.dr.dk/nyheder/indland/maehles-maalnaese-og-delaneys-droen-sender-danmark-til-em
Kort sport,Albanien booker EM-billet efter et point i Moldova,Albanien er som det næste hold i rækken klar til næste sommers EM i fodbold i Tyskland.,https://www.dr.dk/sporten/seneste-sport/albanien-booker-em-billet-efter-et-point-i-moldova
Kort sport,Hjulmand giver comeback til Vestergaard mod Slovenien,Den danske forsvarsspiller Jannik Vestergaard får fredag comeback for Danmark 17 måneder efter sin seneste kamp for det danske landshold.,https://www.dr.dk/sporten/seneste-sport/hjulmand-giver-comeback-til-vestergaard-mod-slovenien
Kort sport,Clara Tauson trækker sig fra kvartfinale i Luxembourg,Clara Tauson har trukket sig fra sin kvartfinale i en ITF-turnering i Luxembourg.,https://www.dr.dk/sporten/seneste-sport/clara-tauson-traekker-sig-fra-kvartfinale-i-luxembourg
Kort sport,Kasakhstan vinder og lægger pres på Danmark,Kasakhstans fodboldlandshold nærmer sig Danmark i EM-kvalifikationens gruppe H.,https://www.dr.dk/sporten/seneste-sport/kasakhstan-vinder-og-laegger-pres-paa-danmark
Formel 1,Verstappen forstår ikke hurlumhejet i Las Vegas: 'Det er 99 procent show',Den tredobbelte verdensmester er ikke just fan af festlighederne omkring Formel 1-løbet i Las Vegas.,https://www.dr.dk/sporten/formel1/verstappen-forstaar-ikke-hurlumhejet-i-las-vegas-det-er-99-procent-show
Sport,"Køretur koster ultraløber lang karantæne: 'Hun vil jo altid være hende, som tog bilen'",Den skotske langdistanceløber Joasia Zakrzewski kørte fire kilometer i bil under et løb i England i foråret. ,https://www.dr.dk/sporten/koeretur-koster-ultraloeber-lang-karantaene-hun-vil-jo-altid-vaere-hende-som-tog-bilen
Kort sport,Alcaraz spiller sig videre i ATP Finals,"Spanske Carlos Alcaraz er klar til semifinalerne i ATP Finals, efter en sejr i to sæt over russiske Daniil Medvedev.",https://www.dr.dk/sporten/seneste-sport/alcaraz-spiller-sig-videre-i-atp-finals
Kort sport,Tidligere landsholdsspiller Henning Munk Jensen er død,Den tidligere danske fodboldspiller Henning Munk Jensen er død i en alder af 76 år.,https://www.dr.dk/sporten/seneste-sport/tidligere-landsholdsspiller-henning-munk-jensen-er-doed
Kort sport,Rod med økonomien koster Premier League-klub pointstraf,Fodboldklubben Everton kan formentlig se frem til endnu en hård kamp for at undgå nedrykning fra den bedste engelske fodboldrække.,https://www.dr.dk/sporten/seneste-sport/rod-med-oekonomien-koster-premier-league-klub-pointstraf
Live,EM-kvalen: Afgørelsens time i søndagens sene kampe,"Hvad sker der? EM-kvalifikationens gruppe A skal afgøres. Spanien og Skotland er klar til mesterskabet, men hvem tager den vigtige gruppesejr? Og formår Portugal at gøre rent bord med sejre i gruppe J? Dét finder vi ud af her til aften, hvor alle tre kampe følges her i livebloggen.",https://sport.tv2.dk/live/fodbold/2023-11-19-em-kvalen-afgoerelsens-time-i-soendagens-sene-kampe
Fodbold,Disse nationer har booket EM-billet,17 lande har sikret sig en plads ved slutrunden i Tyskland. ,https://sport.tv2.dk/fodbold/2023-11-17-disse-nationer-har-booket-em-billet
Fodbold,Serbien afværger katastrofen – er klar til første EM-slutrunde i 24 år,Med et hårdt tilkæmpet 2-2-resultat mod Bulgarien sikrede Serbien sig en plads ved EM-slutrunden i Tyskland.,https://sport.tv2.dk/fodbold/2023-11-19-serbien-afvaerger-katastrofen-er-klar-til-foerste-em-slutrunde-i-24-aar
Fodbold,Svensk nationalmelodi bragede ud – så sagde Lukaku fra,Romelu Lukaku viste ægte sportsmanship.,https://sport.tv2.dk/fodbold/2023-11-19-svensk-nationalmelodi-bragede-ud-saa-sagde-lukaku-fra
Fodbold,"- Underligt at blive spurgt om motivation, siger Schmeichel","Selv om gruppesejren er sikret, mangler der ikke skyggen af motivation til kampen mod Nordirland, lyder det.",https://sport.tv2.dk/fodbold/2023-11-19-underligt-at-blive-spurgt-om-motivation-siger-schmeichel
Fodbold,Hjulmand om Møller-udmelding: - Bliver oversat forkert ,Kasper Hjulmand drømmer stadig om at vinde noget. ,https://sport.tv2.dk/fodbold/2023-11-19-hjulmand-om-moeller-udmelding-bliver-oversat-forkert
Fodbold,Dansk pressemøde inden sidste EM-kvalkamp,Hvad skete der? De danske fodboldherrer mødte pressen inden opgøret mod Nordirland i EM-kvalifikationen.,https://sport.tv2.dk/live/fodbold/2023-11-19-dansk-pressemoede-inden-sidste-em-kvalkamp
Tennis,Djokovic slår Sinner og vinder sæsonfinalen,Trods et hjemmepublikum i ryggen kunne Jannik Sinner ikke stille meget op mod Novak Djokovic i finalen.,https://sport.tv2.dk/tennis/2023-11-19-djokovic-slaar-sinner-og-vinder-saesonfinalen
Fodbold,Nadia Nadim stopper i amerikansk klub,"Nadia Nadim takker hele klubben og fortæller, at hun kommer til at savne alle.",https://sport.tv2.dk/fodbold/2023-11-19-nadia-nadim-stopper-i-amerikansk-klub
Fodbold,Her er de nominerede til årets mandlige spiller,"Rasmus Højlund, Andreas Christensen og Joachim Andersen kan blive årets mandlige fodboldspiller i Danmark.",https://sport.tv2.dk/fodbold/2023-11-19-her-er-de-nominerede-til-aarets-mandlige-spiller
Fodbold,26-årig landsholdsspiller stopper karrieren pludseligt,"Nicoline Sørensen har besluttet sig for at indstille fodboldkarrieren i en alder af 26 år.
",https://sport.tv2.dk/fodbold/2023-11-19-26-aarig-landsholdsspiller-stopper-karrieren-pludseligt
Fodbold,Disse hold kan øjne ekstra mulighed for EM-billet,"12 nationer må håbe på en EM-billet gennem slutspillet i Nations League, hvis kvalifikationen glipper i første omgang.",https://sport.tv2.dk/fodbold/2023-11-19-disse-hold-kan-oejne-ekstra-mulighed-for-em-billet
Badminton,"- Jeg kommer ikke til tage nogle chancer, siger Axelsen om skade",Viktor Axelsen er positiv omkring sin fodskade efter turneringssejren i Japan.,https://sport.tv2.dk/badminton/2023-11-19-jeg-kommer-ikke-til-tage-nogle-chancer-siger-axelsen-om-skade
Fodbold,"- Vi har fejlet, siger Solbakken – ekspert udpeger problem",Norge deltog senest i en slutrunde i 2000. Det kommer ikke til at ændre sig i 2024.,https://sport.tv2.dk/fodbold/2023-11-19-vi-har-fejlet-siger-solbakken-ekspert-udpeger-problem
Håndbold,Aalborg besejrer Skjern trods problemer,"Skjern smed en føring på fem mål i anden halvleg mod Aalborg, som vandt for 13. gang i ligaen i denne sæson.",https://sport.tv2.dk/haandbold/2023-11-19-aalborg-besejrer-skjern-trods-problemer
Fodbold,Sverige vinder i rørt landstræners afsked,"Allerede inden kampen kunne Janne Andersson ikke holde tårerne tilbage, da Sverige vandt i hans afsked.",https://sport.tv2.dk/fodbold/2023-11-19-sverige-vinder-i-roert-landstraeners-afsked
Håndbold,Team Esbjerg slår Ikast igen-igen,"I novembers føljeton mellem Team Esbjerg og Ikast, der har mødt hinanden fire gange, vandt vestjyderne igen.",https://sport.tv2.dk/haandbold/2023-11-19-team-esbjerg-slaar-ikast-igen-igen
Håndbold,Nyt Gidsel-målshow ikke nok – Kiel vinder danskerbrag,Særligt angrebet hos Füchse Berlin havde store problemer.,https://sport.tv2.dk/haandbold/2023-11-19-nyt-gidsel-maalshow-ikke-nok-kiel-vinder-danskerbrag
Formel 1,Magnussen svarer Verstappen igen,"Kevin Magnussen mener ikke, at Max Verstappen bør kritisere Formel 1-løbet i Las Vegas.",https://sport.tv2.dk/formel-1/2023-11-19-magnussen-svarer-verstappen-igen
Golf,Højgaard rørt over historisk resultat,"Nicolai Højgaard var nervøs for, at han havde smidt sejren efter et misset birdieput på 18. hul.",https://sport.tv2.dk/golf/2023-11-19-hoejgaard-roert-over-historisk-resultat
Golf,"22-årig dansker vinder 20,6 millioner kroner",Nicolai Højgaard får godt 20 millioner kroner for sin sejr ved DP World Tour Championship.,https://sport.tv2.dk/golf/2023-11-19-22-aarig-dansker-vinder-206-millioner-kroner
Håndbold,"- Han står fuldstændig sygt, siger Nyegaard om dansk keeper","Landstræner Nikolaj Jacobsen har et luksusproblem, mener Bent Nyegaard.",https://sport.tv2.dk/haandbold/2023-11-18-han-staar-fuldstaendig-sygt-siger-nyegaard-om-dansk-keeper
Fodbold,Afdød angriber fik hjertestarter fjernet,"Raphael Dwamena, der spillede for Vejle i 2020, døde ifølge kardiolog som følge af manglende hjertestarter.",https://sport.tv2.dk/fodbold/2023-11-19-afdoed-angriber-fik-hjertestarter-fjernet
Badminton,"- Jeg er virkelig stolt, siger Axelsen","Viktor Axelsen krydrede sit CV med endnu en titel, da han vandt Japan Masters.",https://sport.tv2.dk/badminton/2023-11-19-jeg-er-virkelig-stolt-siger-axelsen
Badminton,Her er ALLE Axelsens sejre,Kniber det med at holde styr på alle Axelsens sejre? Det er ikke så underligt – se bare listen herunder. ,https://sport.tv2.dk/badminton/2023-09-10-her-er-alle-axelsens-sejre
Badminton,Axelsen - Shi Yuqi,"Viktor Axelsen vandt Super 500-turneringen Japan Masters efter en sejr i to sæt over verdens nummer syv, Shi Yuqi.",https://sport.tv2.dk/live/badminton/2023-11-19-axelsen-shi-yuqi
Fodbold,Bruun evaluerer Danmarks EM-kval – én kamp stikker ud,Nederlaget mod Kasakhstan tilbage i marts martrede hele Danmarks kvalifikation. Men vi fandt en vej til EM. Brolagt med pragmatisme og fysik.,https://sport.tv2.dk/fodbold/2023-11-18-bruun-evaluerer-danmarks-em-kval-en-kamp-stikker-ud
Fodbold,Et broget billede af landsholdet på vejen mod EM,"TV 2 Sports fodboldkommentator Flemming Toft ser nærmere på Danmarks vej til EM, der langt fra har været snorlige.",https://sport.tv2.dk/fodbold/2023-11-16-et-broget-billede-af-landsholdet-paa-vejen-mod-em
Badminton,Axelsen triumferer igen,Viktor Axelsen har vundet den første udgave af Japan Masters. ,https://sport.tv2.dk/badminton/2023-11-19-axelsen-triumferer-igen
Formel 1,Verstappen fortsætter suveræn sæson,Max Verstappen er tilsyneladende uovervindelig i denne Formel 1-sæson. ,https://sport.tv2.dk/formel-1/2023-11-19-verstappen-fortsaetter-suveraen-saeson
Fodbold,Seneste europæiske landshold til at score 14 mål? Danmark,Frankrigs rekordsejr over Gibraltar trækker tråde til en dansk landskamp i 1967.,https://sport.tv2.dk/fodbold/2023-11-19-seneste-europaeiske-landshold-til-at-score-14-maal-danmark
Fodbold,Landsholdet sender klar besked inden sidste gruppekamp,Trods fejringen af EM-billetten er de danske spillere sultne.,https://sport.tv2.dk/fodbold/2023-11-18-landsholdet-sender-klar-besked-inden-sidste-gruppekamp
Fodbold,Eksperter hylder Frankrig for 14-0-sejr,"Frankrig vandt lørdag aften den største sejr nogensinde i en EM-kvalifikationskamp.
",https://sport.tv2.dk/fodbold/2023-11-19-eksperter-hylder-frankrig-for-14-0-sejr
Tennis,Djokovic øjner endnu en rekord,Djokovic møder Sinner i ATP Finals-finalen. Her kan Djokovic blive den spiller med flest vundne sæsonfinaler.,https://sport.tv2.dk/tennis/2023-11-19-djokovic-oejner-endnu-en-rekord
Tennis,"Stjerne lægger sig fladt ned, efter han udpegede tilskuer","Daniiel Medvedev erkender, at han lod følelserne løbe af med sig, da han blev brudt i det tredje og afgørende sæt.",https://sport.tv2.dk/tennis/2023-11-18-stjerne-laegger-sig-fladt-ned-efter-han-udpegede-tilskuer
Tennis,Overlegen Djokovic knækker Alcaraz og er klar til stor finale,Novak Djokovic var effektiv i semifinalen mod Carlos Alcaraz og kan nu få revanche over Jannik Sinner.,https://sport.tv2.dk/tennis/2023-11-18-overlegen-djokovic-knaekker-alcaraz-og-er-klar-til-stor-finale
Fodbold,EM-kvalen: Holland - Irland,Hvad skete der? Holland slog Irland med 1-0 og er dermed klar til EM-slutrunden næste år.,https://sport.tv2.dk/live/fodbold/2023-11-18-em-kvalen-holland-irland
Fodbold,Holland er klar til EM efter smal sejr,Holland er klar til EM i fodbold efter en sejr på 1-0 hjemme over Irland. Målet blev sat ind af Wout Weghorst.,https://sport.tv2.dk/fodbold/2023-11-18-holland-er-klar-til-em-efter-smal-sejr
Fodbold,Frankrig vinder med 14-0 i historisk ydmygelse,Frankrig slår dermed rekorden for den største sejr i en EM-kvalifikationskamp nogensinde.,https://sport.tv2.dk/fodbold/2023-11-18-frankrig-vinder-med-14-0-i-historisk-ydmygelse
Fodbold,Real-stjerne ude i flere måneder,Den spanske storklub er hårdt ramt af skader.,https://sport.tv2.dk/fodbold/2023-11-18-real-stjerne-ude-i-flere-maaneder
Badminton,Axelsen er overrasket over finaleplads,Viktor Axelsen spillede sig i finalen ved Japan Masters med en sikker sejr i semifinalen.,https://sport.tv2.dk/badminton/2023-11-18-axelsen-er-overrasket-over-finaleplads
Fodbold,"Spillerne stod helt stille, selvom kampen var fløjtet i gang",I solidaritet med israelske ofre undlod ungdomslandshold at tage del i det første minut af kvalifikationskamp.,https://sport.tv2.dk/fodbold/2023-11-18-spillerne-stod-helt-stille-selvom-kampen-var-floejtet-i-gang
Fodbold,Efter kanonkamp ser ung dansker sig selv som en fast del af landsholdet,TV 2s fodboldekspert Morten Bruun kårede Victor Kristiansen til Danmarks bedste spiller mod Slovenien.,https://sport.tv2.dk/fodbold/2023-11-17-efter-kanonkamp-ser-ung-dansker-sig-selv-som-en-fast-del-af-landsholdet
Curling,Dansk EM-titelforsvar starter frygteligt ,Med højgravide Madeleine Dupont som skipper led Danmark lørdag et klart nederlag på 1-12 til Schweiz.,https://sport.tv2.dk/curling/2023-11-18-dansk-em-titelforsvar-starter-frygteligt
Fodbold,"- Han er tosset. Ganske enkelt. Det er derfor, han er verdens bedste målmand",I anledningen af Peter Schmeichels 60 års fødselsdag har Flemming Toft sat den danske fodboldlegende i stævne og ser tilbage på glorværdig karriere.,https://sport.tv2.dk/fodbold/2023-11-17-han-er-tosset-ganske-enkelt-det-er-derfor-han-er-verdens-bedste-maalmand
Fodbold,"""Pissekedelig Hjulmand"" fik ros og gave af David Nielsen",Landstræner Kasper Hjulmand og hans spillertrup har undervejs i EM-kvalifikationen modtaget kritik for præstationerne.,https://sport.tv2.dk/fodbold/2023-11-18-pissekedelig-hjulmand-fik-ros-og-gave-af-david-nielsen
Fodbold,"Nørgaard afslører skade – spurgte læge om ""lidt mere guf""",Christian Nørgaard blev skiftet ud i pausen af fredagens landskamp.,https://sport.tv2.dk/fodbold/2023-11-17-noergaard-afsloerer-skade-spurgte-laege-om-lidt-mere-guf
Live,Seneste nyt om krigen mellem Israel og Hamas,"Hvad sker der? Israel, USA og Hamas er ifølge kilder tæt på at indgå en aftale om frigivelse af dusinvis af kvinder og børn holdt som gidsler mod en pause i kampe på fem dage. Tidligt søndag blev 15 palæstinensere dræbt tidligt i et israelsk luftbombardement i Gaza.",https://nyheder.tv2.dk/live/udland/2023-11-19-seneste-nyt-om-krigen-mellem-israel-og-hamas
Samfund,"Ikonisk ""dreng"" får en lillesøster","Aros har 20-års jubilæum i 2024, og jubilæet bliver blandt andet fejret med en familieforøgelse.",https://nyheder.tv2.dk/samfund/2023-11-19-ikonisk-dreng-faar-en-lillesoester
Krig mellem Israel og Hamas,"Aftale om Gaza-gidsler er ""tæt på"" – alle parter er ekstremt bekymrede for fodfejl, siger journalist",Blandt gidslerne er både israelere og en lang række andre nationaliteter. Foreløbigt er fire gidsler blevet frigivet.,https://nyheder.tv2.dk/udland/2023-11-19-aftale-om-gaza-gidsler-er-taet-paa-alle-parter-er-ekstremt-bekymrede-for-fodfejl-siger-journalist
