Category,Headline,SubHeading,Link
Fodbold,Brøndby-FC Nordsjælland,Brøndby vandt 2-1 på hjemmebane over FC Nordsjælland og fastholder dermed kontakten til FC København i toppen af Superligaen. ,https://sport.tv2.dk/live/fodbold/2023-10-29-broendby-fc-nordsjaelland
Badminton,"Dansk succesduo har svært ved at forstå, hvad der sker",I en periode på fire måneder har Kim Astrup og Anders Skaarup vundet fem titler på World Touren og VM-sølv. ,https://sport.tv2.dk/badminton/2023-10-29-dansk-succesduo-har-svaert-ved-at-forstaa-hvad-der-sker
Fodbold,Højlund fik skurkerolle i brag mod rivaler,"Rasmus Højlund begik straffespark, da Manchester City slog bysbørnene 3-0 efter to Erling Haaland-træffere.",https://sport.tv2.dk/fodbold/2023-10-29-hoejlund-fik-skurkerolle-i-brag-mod-rivaler
Badminton,Astrup/Skaarup – Fikri/Maulana,"Herredoublen med Kim Astrup og Anders Skaarup vandt finalen i Super 750-turneringen French Open efter en sejr i tre sæt over verdens nummer 12,  Fikri og Maulana fra Indonesien.",https://sport.tv2.dk/live/badminton/2023-10-29-astrupskaarup-fikrimaulana
Fodbold,Dommer kom uønsket i centrum,Der blev lagt masser af tid til efter dommerens skade.,https://sport.tv2.dk/fodbold/2023-10-29-dommer-kom-uoensket-i-centrum
Badminton,Dansk herredouble i kæmpe triumf,Den danske herredouble er ikke til at stoppe.,https://sport.tv2.dk/badminton/2023-10-29-dansk-herredouble-i-kaempe-triumf
Håndbold,Aalborg og Hansen forlænger stime,"Nordsjælland kæmpede godt mod Aalborg, men i anden halvleg stak storfavoritten af og tog 11. ligasejr i træk.",https://sport.tv2.dk/haandbold/2023-10-29-aalborg-og-hansen-forlaenger-stime
Håndbold,Odense giver tyskere kæmpe CL-øretæve,Efter en periode med flere nederlag rejste Odense Håndbold sig med en overbevisende sejr over Bietigheim.,https://sport.tv2.dk/haandbold/2023-10-29-odense-giver-tyskere-kaempe-cl-oeretaeve
Fodbold,Liverpool vinder – sender hilsen til holdkammerat,"Det var ikke kun fodbolden, der var i centrum, da Liverpool slog Nottingham Forest 3-0 i Premier League.",https://sport.tv2.dk/fodbold/2023-10-29-liverpool-vinder-sender-hilsen-til-holdkammerat
Fodbold,Barca-stjerne italesætter stort problem,"Ilkay Gündogan havde forventet, at Barcelona-spillere havde vist mere passion og ærgerrighed efter nederlaget til Real Madrid.",https://sport.tv2.dk/fodbold/2023-10-29-barca-stjerne-italesaetter-stort-problem
Fodbold,Manchester United - Manchester City,Kampen mellem Manchester United og Manchester City endte 0-3,https://sport.tv2.dk/live/fodbold/2023-10-29-manchester-united-manchester-city
Fodbold,Afgørende kamp for Viborgs vildfarne hold,"Viborg FF har gjort alt rigtigt i årevis, men nu er holdet markant svækket. Alle de nye spillere er nemlig dårligere end dem, der rejste.",https://sport.tv2.dk/fodbold/2023-10-27-afgoerende-kamp-for-viborgs-vildfarne-hold
Fodbold,Hvidovre tangerer kedelig rekord – og slår en anden,Oprykkeren Hvidovre har fået en hård start på Superligasæsonen.,https://sport.tv2.dk/fodbold/2023-10-29-hvidovre-tangerer-kedelig-rekord-og-slaar-en-anden
Tennis,"- Åbenlyst ikke en fed følelse for mig, siger Djokovic om Rune-situation",Novak Djokovic blev i flere år trænet af Boris Becker.,https://sport.tv2.dk/tennis/2023-10-28-aabenlyst-ikke-en-fed-foelelse-for-mig-siger-djokovic-om-rune-situation
Badminton,"- Det føles som en kæmpe sejr, jubler dansk double","Det var en stor forløsning for Kim Astrup og Anders Skaarup, da de lørdag spillede sig i finalen ved French Open.",https://sport.tv2.dk/badminton/2023-10-29-det-foeles-som-en-kaempe-sejr-jubler-dansk-double
Fodbold,"Lige nu er han verdens bedste, mener eksperter",Bellingham har i indeværende sæson scoret 13 mål i 13 kampe fra en position som midtbanespiller. ,https://sport.tv2.dk/fodbold/2023-10-28-lige-nu-er-han-verdens-bedste-mener-eksperter
Fodbold,Til sidst fik også Ancelotti nok af Real-stjernes opførsel,Vinicius Júnior afsluttede en dårlig kamp ved at provokere de knap 50.000 Barcelona-fans på stadion.,https://sport.tv2.dk/fodbold/2023-10-28-til-sidst-fik-ogsaa-ancelotti-nok-af-real-stjernes-opfoersel
Fodbold,Luis Diaz' forældre kidnappet - nu er moren løsladt,"Liverpool-spilleren Luis Diaz' mor er blevet befriet efter en kidnapning, mens faren stadig holdes som gidsel.",https://sport.tv2.dk/fodbold/2023-10-29-luis-diaz-foraeldre-kidnappet-nu-er-moren-loesladt
Formel 1,Magnussen får skidt udgangspunkt,"Kevin Magnussen starter igen i den tunge ende af feltet, når der søndag køres grandprix i Mexico.",https://sport.tv2.dk/formel-1/2023-10-28-magnussen-faar-skidt-udgangspunkt
Fodbold,Indskifter sender Juventus til tops i sidste øjeblik,Andrea Cambiaso scorede sit første mål for Juventus og sikrede holdet 1-0 over Verona i overtiden.,https://sport.tv2.dk/fodbold/2023-10-28-indskifter-sender-juventus-til-tops-i-sidste-oejeblik
Fodbold,Dreyer og Dolberg bomber videre,"Anders Dreyer lavede tre, og Kasper Dolberg bidrog med et mål for femte kamp i træk, da Anderlecht vandt 5-1.",https://sport.tv2.dk/fodbold/2023-10-28-dreyer-og-dolberg-bomber-videre
Cykling,Vingegaard udpeger sæsonens højdepunkt – og det er ikke Tour-sejren,Jonas Vingegaard blev i starten af denne uge kåret til verdens bedste cykelrytter i 2023-sæsonen.,https://sport.tv2.dk/cykling/2023-10-28-vingegaard-udpeger-saesonens-hoejdepunkt-og-det-er-ikke-tour-sejren
Badminton,Astrup og Skaarup klar til endnu en finale,Det danske par bliver ved med at imponere.,https://sport.tv2.dk/badminton/2023-10-28-astrup-og-skaarup-klar-til-endnu-en-finale
Fodbold,Inter-fans raser – får afvist 30.000 Lukaku-fløjter,"Ifølge italienske medier og Inters fangruppe er det politiet, der har sat en stopper for den voldsomme pibekoncert.",https://sport.tv2.dk/fodbold/2023-10-28-inter-fans-raser-faar-afvist-30000-lukaku-floejter
Fodbold,Keeper havde toiletrulle med mod FCK,"Selv dommeren grinte, da han så, hvad keeperen havde medbragt forud for kampstart.",https://sport.tv2.dk/fodbold/2023-10-28-keeper-havde-toiletrulle-med-mod-fck
Fodbold,"'AC' erkender, at det har gjort ondt, når han har spillet","Den danske landsholdsspiller fik fuld tid i lørdagens El Clásico, som Real Madrid vandt 2-1. ",https://sport.tv2.dk/fodbold/2023-10-28-ac-erkender-at-det-har-gjort-ondt-naar-han-har-spillet
Håndbold,Ikasts vilde stime stoppet,"Ikast Håndbold kom lørdag ned på jorden, da holdet tabte sin første kamp i Champions League.
",https://sport.tv2.dk/haandbold/2023-10-28-ikasts-vilde-stime-stoppet
Tennis,Holger Rune – Félix Auger-Aliassime,"Hvad sker der? Holger Rune mødte verdens nummer 19, Félix Auger-Aliassime fra Canada, i semifinalen ved ATP 500-turneringen i Basel.",https://sport.tv2.dk/live/tennis/2023-10-28-holger-rune-felix-auger-aliassime
Tennis,Frustreret Rune får stryg i stor semifinale,Den danske tennisspiller var i problemer hele kampen.,https://sport.tv2.dk/tennis/2023-10-28-frustreret-rune-faar-stryg-i-stor-semifinale
Fodbold,FCK kører oprykker over,"Et lynhurtigt mål efter 15 sekunder satte gang i FC København, der vandt 4-0 over Hvidovres oprykkere.",https://sport.tv2.dk/fodbold/2023-10-28-fck-koerer-oprykker-over
Fodbold,Barcelona – Real Madrid ,Hvad skete der?,https://sport.tv2.dk/live/fodbold/2023-10-28-barcelona-real-madrid
Fodbold,Arsenal dukker bundprop,"Eddie Nketiah skaffede Arsenal 5-0 over bundprop, mens Philip Billing med en fin træffer sørgede for 1-0-sejr.",https://sport.tv2.dk/fodbold/2023-10-28-arsenal-dukker-bundprop
Fodbold,Real Madrid snyder Barca til sidst,Et sent mål gav Real Madrid sejren mod de evige rivaler.,https://sport.tv2.dk/fodbold/2023-10-28-real-madrid-snyder-barca-til-sidst
Håndbold,Esbjerg gennemtæver polsk prygelknabe,Efter en rodet start fandt Team Esbjerg en god rytme og tog en stenstikker sejr i Polen.,https://sport.tv2.dk/haandbold/2023-10-28-esbjerg-gennemtaever-polsk-prygelknabe
Fodbold,Kane scorer fra egen banehalvdel i usædvanlig sejr,Bayern München vandt en usædvanlig Bundesliga-kamp kæmpestort. ,https://sport.tv2.dk/fodbold/2023-10-28-kane-scorer-fra-egen-banehalvdel-i-usaedvanlig-sejr
Fodbold,Superliga: FCK - Hvidovre IF,"Med FC Københavns 4–0–sejr over Hvidovre IF takker vi af for nu. Tak, fordi I fulgte med. ",https://sport.tv2.dk/live/fodbold/2023-10-28-superliga-fck-hvidovre-if
Fodbold,Må droppe overvejelser – stjerne har fået lang betting-karantæne,"FIFA bekræfter, at Sandro Tonalis karantæne er trådt i kraft. Nicolo Zaniolo slipper for udelukkelse.",https://sport.tv2.dk/fodbold/2023-10-28-maa-droppe-overvejelser-stjerne-har-faaet-lang-betting-karantaene
Fodbold,Danskerklub banker Chelsea,"Chelsea har det svært på eget græs mod Brentford, der nu har vundet de seneste tre møder på Stamford Bridge.",https://sport.tv2.dk/fodbold/2023-10-28-danskerklub-banker-chelsea
Cykling,Vingegaard peger på anden vinder end sig selv til stor pris,"Det kom som en overraskelse for Jonas Vingegaard, at han vandt Velo d’Or 2023.",https://sport.tv2.dk/cykling/2023-10-28-vingegaard-peger-paa-anden-vinder-end-sig-selv-til-stor-pris
Tennis,"Rune spiller som en vinder af turneringen, siger ekspert","Ekspert Michael Tauson ser en Holger Rune, der storspiller i Basel, men som stadig kan blive bedre.",https://sport.tv2.dk/tennis/2023-10-28-rune-spiller-som-en-vinder-af-turneringen-siger-ekspert
Skisport,Nordmand diskvalificeret efter første løb,"Skiløberen Ragnhild Mowinckel nåede knap nok at tage hul på sæsonen, før hun blev diskvalificeret.
",https://sport.tv2.dk/skisport/2023-10-28-nordmand-diskvalificeret-efter-foerste-loeb
Håndbold,Dansker tager ansvaret for bittert nederlag,Casper U. Mortensen og Mathias Gidsel scorede igen masser af mål – men ikke helt nok i fredagens Bundesligakampe.,https://sport.tv2.dk/haandbold/2023-10-28-dansker-tager-ansvaret-for-bittert-nederlag
Fodbold,"- Der er ingen favorit i El Clásico, mener Xavi","Både Barcelona og Real Madrid har 50 procents chance for at vinde rivalopgøret, mener Barcelona-træner Xavi.",https://sport.tv2.dk/fodbold/2023-10-28-der-er-ingen-favorit-i-el-clasico-mener-xavi
Cykling,Snakken om store forandringer i cykelsporten blusser op igen,"Det sker jævnligt, at forskellige aktører forsøger at ændre på cykelsporten. Denne gang er flere storhold involveret.
",https://sport.tv2.dk/cykling/2023-10-28-snakken-om-store-forandringer-i-cykelsporten-blusser-op-igen
Fodbold,Dansk fodboldsucces giver OL-chef ekstra arbejde,Fodboldkvinderne styrer mod gruppesejr og dermed en afgørende kamp om en OL-billet. Det sætter DIF på arbejde.,https://sport.tv2.dk/fodbold/2023-10-28-dansk-fodboldsucces-giver-ol-chef-ekstra-arbejde
Fodbold,Fansenes dovenskab skyld i uvant situation i Barcelona,Ikke engang til lørdagens El Clásico har Barcelona formået at sælge alle billetter. ,https://sport.tv2.dk/fodbold/2023-10-24-fansenes-dovenskab-skyld-i-uvant-situation-i-barcelona
Håndbold,Nu kæmper Pytlick for at tvinge landstræneren til at træffe et valg,"Hver dag skal Simon Pytlick balancere en treenighed af træning, tålmodighed og trapper i forsøget på at blive klar til EM.",https://sport.tv2.dk/haandbold/2023-10-27-nu-kaemper-pytlick-for-at-tvinge-landstraeneren-til-at-traeffe-et-valg
Fodbold,"Fansene føler et særligt bånd til mig, siger Højlund","Rasmus Højlund ved, at han stadig skal udvikle sig meget. Angriberen søger første ligamål mod Manchester City.",https://sport.tv2.dk/fodbold/2023-10-28-fansene-foeler-et-saerligt-baand-til-mig-siger-hoejlund
Cykling,Har været uden kontrakt i hele 2023 – nu er han på plads på storhold,"Nairo Quintana vender tilbage til Movistar, hvor han har fået en etårig kontrakt.",https://sport.tv2.dk/cykling/2023-10-28-har-vaeret-uden-kontrakt-i-hele-2023-nu-er-han-paa-plads-paa-storhold
Håndbold,Viborgs nye stjerne har overrasket sig selv,"Louise Søndergaard har taget håndboldligaen med storm i Viborg, men hun har taget et bevidst, langt tilløb.
",https://sport.tv2.dk/haandbold/2023-10-28-viborgs-nye-stjerne-har-overrasket-sig-selv
Fodbold,"- Det blev lidt rodet, siger dansk målscorer",Amalie Vangsgaard er nu side om side med Pernille Harder som Danmarks topscorer i Nations League.,https://sport.tv2.dk/fodbold/2023-10-28-det-blev-lidt-rodet-siger-dansk-maalscorer
Badminton,"Spillerne stod forstenede, da dommeren så noget, ingen andre gjorde","Forvirringen var total, men i sidste ende stod beslutningen ved magt. ",https://sport.tv2.dk/badminton/2023-10-27-spillerne-stod-forstenede-da-dommeren-saa-noget-ingen-andre-gjorde
Fodbold,"FCM er tilbage i topkampen, mener forsvarsspiller","Mads Bech Sørensen ser frem til opgør mod FCK og melder FCM tilbage i den danske topstrid.
",https://sport.tv2.dk/fodbold/2023-10-28-fcm-er-tilbage-i-topkampen-mener-forsvarsspiller
Tennis,Her er Runes modstander i semifinalen,"Det bliver en gammel kending, som Holger Rune skal møde i semifinalen i Basel.",https://sport.tv2.dk/tennis/2023-10-28-her-er-runes-modstander-i-semifinalen
Fodbold,Tottenham fortsætter opturen,Med en 2-1-sejr over Crystal Palace er Tottenham sikker på at holde Premier League-føringen i endnu en runde.,https://sport.tv2.dk/fodbold/2023-10-27-tottenham-fortsaetter-opturen
Formel 1,Dansker havde store vanskeligheder i debut,Frederik Vesti debuterede i en Formel 1-racer for Mercedes fredag i Mexico. Han var glad trods jumboplads.,https://sport.tv2.dk/formel-1/2023-10-27-dansker-havde-store-vanskeligheder-i-debut
Fodbold,Eksperterne gør midtvejsstatus i Champions League,TV 2 Sports eksperter udnævner de største overraskelser og skuffelser.,https://sport.tv2.dk/fodbold/2023-10-26-eksperterne-goer-midtvejsstatus-i-champions-league
Tennis,"- Jeg tror aldrig, at jeg har været så heldig før, erkender Rune","Rune besejrede argentinske Tomás Etcheverry i tre sæt med cifrene 6-1, 3-6 og 7-6 (8-6).",https://sport.tv2.dk/tennis/2023-10-27-jeg-tror-aldrig-at-jeg-har-vaeret-saa-heldig-foer-erkender-rune
Fodbold,Danmark vinder snævert,En flot flugter af Amalie Vangsgaard var nok til at sikre Danmark en vigtig sejr på Island i Nations League.,https://sport.tv2.dk/fodbold/2023-10-27-danmark-vinder-snaevert
Tennis,Rune vinder stort drama – klar til semifinale,Tredje sæt måtte afgøres i tiebreak.,https://sport.tv2.dk/tennis/2023-10-27-rune-vinder-stort-drama-klar-til-semifinale
Fodbold,FCM henter smal sejr,"FCM skulle bruge mange chancer på at lave to mål mod Lyngby, men det var akkurat nok til en sejr.",https://sport.tv2.dk/fodbold/2023-10-27-fcm-henter-smal-sejr
Badminton,Astrup og Skaarup fortsætter storform,Det danske par slog Alfian og Ardianto.,https://sport.tv2.dk/badminton/2023-10-27-astrup-og-skaarup-fortsaetter-storform
