Category,Headline,SubHeading
European Games,Weiss har fået styr på nerverne: Klar til 1/16 finalen ,Se European Games på TV 2 SPORT og TV 2 PLAY
European Games,Dansk verdensmester har publikum mod sig,Se European Games på TV 2 SPORT og TV 2 PLAY 
European Games,Medalje-kandidat ser frem til individuel dyst,Bueskytten Maja Jager er et af Danmarks helt store medaljehåb ved European Games
European Games,Dansk bueskytte sætter føring over styr,Se European Games på TV 2 SPORT og TV 2 PLAY 
European Games,Skydning afbrudt: - Der kunne være sket forfærdelige ting,Se European Games på TV 2 SPORT og TV 2 PLAY 
European Games,Bueskytte-kvinder i kvartfinale: Vi er et stærkt hold,Se European Games på TV 2 SPORT og TV 2 PLAY
European Games,Danmark blev skudt ned af Holland i holdkonkurrencen,Se European Games på TV 2 SPORT og TV 2 PLAY
European Games,Nu skal Danmarks bueskytter i aktion på TV 2 SPORT,Se European Games på TV 2 SPORT og TV 2 PLAY
European Games,Dansk medaljehåb: Vinden kan blive en udfordring,"Stine Nielsen bar den danske fane ved åbningsceremonien i European Games i fredags. Og nu går det endelig løs for den 24-årige danske skytte, der er udnævnt som et af de danske medaljehåb, når hun for første gang skal i aktion tirsdag formiddag. "
European Games,Ny skandale truer værtslandet: Bueskytte trækker sig,Anklager om nepotisme har fået en af værtslandets bueskyttere til at trække sig fra European Games i Baku
European Games,De tre bedste bueskytter udtaget til European Games,Landstræner Niels Dall og sportschef Allan B. Grønkjær har i samråd med Eliteansvarlig Klaus Lykkebæk udtaget dame recurve holdet til VM og European Games. De tre skytter udtagne skytter er: 
Bueskydning,SportsLab: Se utroligt skud - bueskytte rammer plet i blinde,Se SPORTSLAB på TV 2 PLAY her
Bueskydning,Her er navnene på de første danske VM-bueskytter,"Landstræner Niels Dall har sat navne på de første danske bueskytter, som er udtaget til sommerens VM i København"
Bueskydning,Medaljehåb tager buen i hånden igen: Målet er OL i Rio,Carina Rosenvinge Christiansen er tilbage i bueskydning efter et lille års pause. Hendes ambition er at komme til OL i Rio i 2016 med det kvindelige recurvehold
Bueskydning,Hædret bueskytte: Fatter først nu jeg er verdensmester,Den 22-årige bueskytte Maja Jager blev lørdag aften hædret som Årets Sportsnavn 2013
Bueskydning,Her er Årets Danske Sportsnavn 2013,"Bueskytten Maja Jager, der sidste år vandt VM-guld individuelt i OL-disciplinen recurve, er kåret som Årets Sportsnavn 2013 i Danmark"
