Category,Headline,SubHeading
Formel 1,Verstappen vinder i stor Haas-nedtur,"Meget skal gå galt, hvis ikke Max Verstappen vinder VM. Søndag vandt han sit syvende grandprix i sæsonen"
Formel 1,Vesti henter podieplads og udbygger føring i Formel 2,"Da Arthur Leclerc tabte et hjul, blev det, der ellers lignede en sikker sejr, taget fra den danske racerkører"
Formel 1,Magnussen-kollega får point ,"Nico Hülkenberg scorede tre point til Haas i lørdagens sprintløb i Spielberg, hvor Max Verstappen vandt"
Formel 1,Magnussen forbedrer sig i sprint-kval ,"Danskeren tog revanche for skidt kvalifikation, men blev igen slået af teamkollega i sprintkvalifikationen"
Formel 1,Magnussen næstsidst i kvalifikationen,"Kun én kører var langsommere end Kevin Magnussen i kvalifikationen til Østrigs Grand Prix, der køres søndag"
Formel 1,Magnussen reagerer på skuffelse,Haas kæmper med at finde farten i Formel 1-løbene. Søndag blev Kevin Magnussen nummer 17 i Canada
Formel 1,Magnussen og Haas i stor nedtur,"Kevin Magnussen blev nummer 17 i Canada, mens Nico Hülkenberg, der startede som femmer, endte som nummer 15"
Formel 1,Haas med vild bedrift – men Magnussen skuffer ,Kevin Magnussen fik ikke timet et dækskifte ordentligt og endte som nummer 14 i kvalifikationen i Canada. Anderledes godt gik det for Nico Hülkenberg
Formel 1,Magnussens holdkammerat straffes efter forvirring,"Nico Hülkenberg troede, han havde sikret sig en overraskende andenplads, men den må han nu kigge langt efter"
Formel 1,Kameraproblemer spolerer Formel 1-træning,Fredagens første Formel 1-træning i Canada varede kun i fem minutter. Anden træning bliver forlænget
Formel 1,Haas-chef regner med at beholde Magnussen og Hülkenberg,"Günther Steiner er godt tilfreds med sine to nuværende kørere, siger Haas-chefen inden Canadas grandprix"
Formel 1,"Hamiltons fremtid bliver afklaret i denne uge, siger chef",En forlængelse på ægteskabet mellem Mercedes og Lewis Hamilton vil formentlig blive formaliseret i denne uge
Formel 1,Magnussen slutter bag Hülkenberg i Haas-skuffelse,"Som så ofte før fik Magnussen en god start, hvor han avancerede flere pladser på 1. omgang. I sidste ende var det dog ikke nok til point. "
Formel 1,Magnussen hædret med pris,Den danske Formel 1-kører lavede en imponerende overhaling i Monacos Grand Prix
Formel 1,Magnussen udkonkurreret af Hülkenberg,Den danske Formel 1-kører blev knockoutet i første kvalifikationsrunde til Spaniens Grand Prix
Formel 1,Vesti med ny stor bedrift i Formel 2,Frederik Vesti brillerede med to tidlige overhalinger og vandt lørdagens sprintløb i Formel 2
Formel 1,Verstappen åbner op for deltagelse i ikonisk løb,"Den succesfulde hollænder er bundet til Red Bull til år 2028. Herefter vil han gerne stille til start i Le Mans, mens han stadig er i topform"
Formel 1,Magnussen pressede på og traf forkert beslutning,"Regnvejret blev dyrt for Haas og Kevin Magnussen, der endte med at udgå til sidst i løbet i Monaco"
Formel 1,Magnussen udgår i Verstappens triumf,"Max Verstappen vandt søndagens F1-grandprix i Monaco, som Kevin Magnussen måtte opgive at gennemføre. "
Formel 1,Dette billede er uheldigt for Red Bull af to årsager,"Red Bulls mexicanske kører, Sergio Perez, forulykkede under lørdagens kvalifikation i Monaco. "
Formel 1,Magnussen starter Formel 1-løbet i Monaco som nummer 17,I lørdagens Formel 1-kvalifikation fik Kevin Magnussen aldrig fundet farten i Haas-raceren
Formel 1,Dansker tager pole på legendarisk bane,"Frederik Vesti sikrede sig fredag sin første pole position, da Formel 2-feltet kørte kvalifikation i Monaco.
"
Formel 1,Hamilton afliver Ferrari-rygter,"Lewis Hamilton og Mercedes er tæt på en ny aftale, og et skifte til Ferrari er ikke på tale, siger Hamilton"
Formel 1,Magnussen ser frem til afgørende kvalifikation i Monaco,"Kevin Magnussen ser frem mod grandprix på smalle gader i Monaco, hvor kvalifikationen har ekstra betydning"
Formel 1,Italiensk Formel 1-arrangør vil holde aflyst løb i 2026,"Onsdag blev Formel 1-løbet i Italien afblæst på grund af uvejr, men arrangøren ønsker ikke at miste løbet"
Formel 1,Formel 1-grandprix aflyst,Søndagens Formel 1-løb i Italien kan ikke afvikles efter planen grundet uvejr i området
Formel 1,Skuffet Magnussen hyldes i udlandet,Kevin Magnussen scorer høje karakterer efter søndagens grandprix i Miami. 
Formel 1,"""Ingen af os kørere kunne lide det"" – Hamilton er uenig","Flere prominente Formel 1-kørere fandt showet upassende, men Lewis Hamilton elskede det. "
Formel 1,Verstappen forholder sig til buhråb ,"Det er rører ikke Max Verstappen, at visse Formel 1-fans ikke vil ham det bedste"
Formel 1,"- Jeg fik en forfærdelig start, siger Magnussen","Kevin Magnussen startede Formel 1-grandprixet i Miami på en fjerdeplads, men måtte hurtigt se flere konkurrenter overhale ham"
Formel 1,Magnussen fik kun ét point ud af suveræn startplads,Verdensmesteren Max Verstappen hentede otte placeringer og vandt i Miami
Formel 1,"Sådan er det gået Magnussen, når han er startet langt fremme","Det er 10. gang, at Kevin Magnussen starter et grandprix blandt de fem forreste, og indtil videre har de gode startplaceringer givet blandet succes"
Formel 1,"- Nu skal vi holde os til planen, siger Haas-boss","Point er inden for rækkevidde, hvis planen føles, mener Günther Steiner"
Formel 1,Magnussen frikendt efter vild kvalifikation,"I dommen lyder det blandt andet: ""Vi anså ikke nogen af kørerne for at køre farligt"". Dermed holder Magnussen fast i sin startplads som nummer fire"
Formel 1,Magnussen jubler: - Det bliver sjovt,Kevin Magnussen kørte en flot kvalifikation og starter som nummer fire i Miami
Formel 1,Stort resultat af Kevin Magnussen,Kevin Magnussen starter helt fremme som nummer fire i Formel 1-grandprixet i Miami
Formel 1,Magnussen og Hülkenberg i problemer i Miami,"Begge Haas-kørere mistede kontrollen under fredag aftens træning i Miami. Både Magnussen, Hülkenberg og teamchefen er dog fortrøstningsfulde"
Formel 1,"- Det er det tætteste, jeg kommer på et hjemmebaneløb, siger Magnussen","Kevin Magnussen ser frem til weekendens Formel 1-grandprix, hvor han føler sig på hjemmebane"
Formel 1,Mercedes flirter med konkurrent,"Charles Leclerc har endnu ikke en kontrakt for 2024-sæsonen, og nu flirter Mercedes med den nuværende Ferrari-kører"
Motorsport,"- Præsterer jeg ikke nu, så bliver jeg aldrig Formel 1-kører","Racerkøreren Frederik Vesti står midt i sit livs vigtigste sæson. En sæson, der kommer til at definere, om fremtiden kan ligge i Formel 1"
Formel 1,Farligt pitstop fører til Formel 1-ændring,Mod afslutningen af søndagens Formel 1-grandprix var Esteban Ocon lige ved at køre ind i personer i pitten
Formel 1,Magnussen glipper point igen: - Vi har fart til at køre top-ti,"Magnussen blev nummer 13 i Azerbaijans grandprix, der blev vundet af Red Bulls Sergio Perez"
Formel 1,Magnussen misser pointene i Baku,"Kevin Magnussen blev nummer 13 i Baku, mens de to kørere fra Red Bull blev etter og toer"
Formel 1,Magnussen rykker flere pladser frem inden løb,Kevin Magnussen har taget et spring på to placeringer inden løbsstarten i Baku grundet konkurrenters beslutninger
Formel 1,Magnussen øjner håb trods skidt kval,Efter en mislykket fredag har Kevin Magnussen en ny chance for succes i lørdagens sprintløb
Formel 1,Magnussen i store problemer,Kevin Magnussen blev nummer 18 i problemfyldt kvalifikationen til Bakus Formel 1-grandprix
Formel 1,"- Kevin er ikke glad i øjeblikket, siger Haas-chef","Kevin Magnussen er ikke tilfreds med sin aktuelle situation, hvis man skal tro hans chef, Günther Steiner, der dog ikke vil tale fremtid endnu"
Formel 1,Magnussen jubler over ny ændring,Kevin Magnussen ser frem til den nye ændring i sprintformatet og vil tage flere chancer
Formel 1,Formel 1 ændrer reglerne før sprintpremiere,"Fremover er der ikke startplaceringer til grandprixet på spil, når Formel 1 afvikler sprintløb"
Formel 1,Kunstigt interview med hjerneskadet legende vækker harme,"Familien lægger sag an mod et tysk ugeblad, der lavede et interview med en kunstig intelligens, som svarede som Michael Schumacher"
Formel 1,"Schumachers uheld til 4,7 millioner kroner blev dråben for Steiner","Haas-chef Günther Steiner var langt fra tilfreds med, at Mick Schumacher kørte af banen under en træning i Japan sidste år"
Formel 1,Magnussens hold nedlægger forgæves protest efter kaotisk løb,"Haas nedlagde officiel protest, efter at Nico Hulkenberg missede podie i Australien, men fik ikke medhold"
Formel 1,"- Det var bare en møgweekend, siger Magnussen",Selv om der var positive tegn kalder Kevin Magnussen Australiens Grandprix for en møgweekend
Formel 1,Magnussen-uheld skaber kaos i Verstappen-triumf,"Der var underholdning for alle pengene søndag morgen, hvor der undervejs kom tre røde flag i Australiens grandprix"
Formel 1,"Vejning kostede dyrt, forklarer Magnussen efter skuffelse",Den danske Haas-kører var trods kvalifikationen positiv omkring sin racer og håber på point i søndagens grandprix
Formel 1,Magnussen slået af teamkammerat,"Kevin Magnussen måtte se sig slået af sin teamkammerat, da han røg ud af Q2 i kvalifikation til Australiens grandprix"
Formel 1,Magnussen langsomst af alle i første træninger,Kevin Magnussen formåede ikke at sætte en god omgangstid i de første to træninger i Australien
Formel 1,På trods af rygter: Hamilton vil slutte karrieren hos Mercedes,"Lewis Hamilton vil køre for Mercedes ""indtil mine sidste dage"", siger han efter skuffende sæsonstart"
Formel 1,Nu laves Formel 1-båsene om,Flere Formel 1-kørere har på det seneste fået tidsstraf før løbsstart. Nu forsøger forbund sig med bredere båse for at hjælpe kørerne
Formel 1,Dansker nyder stor succes i Formel 2,Frederik Vesti har været godt kørende i årets Formel 2-sæson.  Og danskeren føler sig også ovenpå. 
Formel 1,Magnussen før Melbourne: Podieplads vil betyde en million gange mere nu,"Kevin Magnussen blev nummer to i Melbourne i 2014, men det vil betyde en million gange mere nu, siger han"
Formel 1,Formel 1-ikon får millionbøde for racisme mod Hamilton,"Lewis Hamilton blev udsat for racisme i 2021, og det kommer bagmanden Nelson Piquet nu til at bøde for"
Formel 1,Red Bull-bil forbløffer Hamilton,"Forskellen i fart gør Red Bull-bilerne nærmest urørlige i Formel 1, mener Lewis Hamilton fra Mercedes"
Formel 1,Magnussen kæmper sig til sæsonens første point,Danskeren sluttede Formel 1-grandprixet i Jeddah i Saudi-Arabien på tiendepladsen. Det udløser et enkelt VM-point
Formel 1,Tilfreds Magnussen efter flot point,"Den danske Haas-kører var godt tilfreds efter løbet i Jeddah, hvor han sikrede sit - og holdets - første point i sæsonen. "
Formel 1,"- Det er miserabelt, siger Hamilton","Det står skidt til for Lewis Hamilton og Mercedes, der ikke har en bil, som kan dyste med i den sjove ende"
Formel 1,Hamiltons fremtid er fortsat usikker,"Britens samarbejde med Mercedes har været særdeles succesfuldt. Men alting kører ikke lige så gnidningsfrit, som det har gjort.  "
Formel 1,"Irriteret Magnussen: - Det er, hvad det er","Danskeren var skuffet efter kvalifikationen i Jeddah, hvor han følte, at der var mere at hente end en 13.-plads"
Formel 1,"Magnussen slået af Hülkenberg, men starter foran Verstappen","Max Verstappen fik motorproblemer i Saudi-Arabiens kvalifikation, hvor Nico Hülkenberg slog Kevin Magnussen"
Formel 1,Ferrari-mareridt fortsætter: Leclerc får straf,"I det første grandprix i Bahrain udgik Charles Leclerc, og i det næste må han starte langt nede i feltet"
Formel 1,Magnussen satser på succesrig gentagelse,Kevin Magnussen håber på at gentage eller overgå sidste års bedrift i søndagens Formel 1-grandprix i Jeddah
Formel 1,Formel 1-kører trodsede lægernes dom,"Lance Stroll var af læger udset til at misse sæsonens første løb grundet flere brud, men canadieren kæmpede sig tilbage hurtigere end forventet"
Formel 1,Magnussen og Hülkenberg har begravet stridsøksen,"Kevin Magnussen og Nico Hülkenberg har lagt ordstrid, der fandt sted foran rullende kameraer i 2017, bag sig"
Formel 1,"Mesterskab er skræddersyet til Red Bull, mener Mercedes-kører",Ifølge Mercedes-køreren George Russell vil Red Bull ikke få problemer med at genvinde verdensmesterskabet
Formel 1,"- Vi har potentiale, siger Magnussen","Kevin Magnussen sluttede på 13. pladsen i årets første Formel 1-grandprix, men tager fra Bahrain med en god følelse"
Formel 1,Magnussen overhaler holdkammerat – og Verstappen vinder,"Kevin Magnussen kæmpede med en sløv Haas-racer, da han blev nummer 13 i årets første Formel 1-grandprix"
Formel 1,"- For godt til at være sandt, siger Alonso",Den spanske Formel 1-veteran starter årets første Formel 1-grandprix som nummer fem
Formel 1,"- Det var uheldigt, siger Magnussen",Kevin Magnussen blev nummer 17 i kvalifikationen til årets første Formel 1-løb. Hans teamkammerat blev 10’er
Formel 1,Magnussen sat til vægs af ny holdkammerat,Kun to kørere var langsommere end Kevin Magnussen i Bahrains kvalifikation
Formel 1,Magnussen føler med mekanikerne i rekordår,"Kevin Magnussen klager ikke selv over, at der er 23 løb i denne sæson, men han føler med staben rundt om ham"
Formel 1,Lægeerklæring redder Hamiltons piercing,Noget af den langstrakte smykkedebat i Formel 1 er afsluttet med en dispensation til Lewis Hamilton
Formel 1,"Alonso snyder de store hold, mens Magnussen dumper langt ned","Aston Martin-køreren Fernando Alonso satte dagens hurtigste tid, da Formel 1-feltet var igennem sæsonens første træninger"
Formel 1,Ferrari og Mercedes er klar til at ånde Verstappen i nakken,"Ifølge Formel 1-eksperter er Max Verstappen den bedste kører, men han bliver udfordret af sultne hold"
Formel 1,"Da Kevin Magnussen fyrede hende, troede hun, at hun var færdig med motorsport for altid – nu træner hun Danmarks nye Formel 1-håb","Som manager i motorsportsverdenen skal du være villig til at give dit liv for den racerkører, du arbejder med, siger Dorte Riis Madsen"
Formel 1,Magnussen holder mening om kontroversielt emne for sig selv,"Kørerne må ifølge Formel 1-ledelsen ikke længere ytre sig politisk eller religiøst, men uroen ulmer i pitten"
Formel 1,Magnussen oplever stor kontrast inden sæsonstart,"Kort før Formel 1-sæsonen skydes i gang, er formen i top hos Kevin Magnussen"
Formel 1,Formel 1-ikon undrer sig over tysk ligegyldighed,"Bernie Ecclestone er fortørnet over, hvordan Tyskland er blevet et uland i Formel 1"
Formel 1,Kedelig læsning for Haas og Magnussen,Ifølge tysk Sky Sport går Haas ind til Formel 1-sæsonen som det dårligste hold
Formel 1,"- Det er meget sjældent, det sker, siger henrykt Magnussen","Den danske Formel 1-kører Kevin Magnussen er meget begejstret over de tre testdage, der forløb perfekt"
Formel 1,Magnussen havde problemer i ny Haas-racer,Den første af tre testdage forud for Formel 1-sæsonen blev afholdt torsdag. Kevin Magnussen kørte 57 omgange
Formel 1,Magnussen nyder samarbejdet med sin tidligere fjende,Kevin Magnussen og Nico Hülkenberg kommer godt ud af det med hinanden på MoneyGram Haas F1 Team
Formel 1,Hülkenberg løb ind i problemer i Haas-debut,Kevin Magnussen skal i aktion senere torsdag
Formel 1,Derfor har Formel 1-holdene droppet farverne,Flere Formel 1-teams har fjernet farverne på racerne til den kommende sæson for at spare vægt
Formel 1,Grosjeans udbrændte racer udstilles i hele verden,"I 2020 var Romain Grosjean tæt på at miste livet under Bahrains grandprix, da hans Formel 1-racer gik i brand. Nu skal selvsamme bil udstilles"
Formel 1,Cykeluheld holder F1-stjerne ude,"Lance Stroll misser de sidste testmuligheder, inden Formel 1-sæsonen begynder"
Formel 1,"- Jeg er helt oppe at køre, siger Magnussen",Kevin Magnussen og Haas går forventningsfulde ind til den kommende sæson
Formel 1,Formel 1-kørere er uenige i forbud mod politiske ytringer,Hverken Max Verstappen eller Sergio Perez forstår FIA's forbud mod politiske og religiøse udsagn
Formel 1,Ford skal hjælpe Red Bull i Formel 1,"Ford skal hjælpe med at udvikle den motor, som skal erstatte Honda-motorerne i Red Bulls Formel 1-biler"
Formel 1,Haas-chef roser Magnussen,"Kevin Magnussen har udviklet sig mentalt, siger Günther Steiner"
Formel 1,Ferrari hyrer tidligere Magnussen-chef,"Franskmanden har siden 2019 været hos Alfa Romeo. Nu skal han til Ferrari, der ikke har vundet Formel 1-titlen siden 2007"
Formel 1,Corona afblæser Formel 1-grandprix i Kina,"Der var planlagt et Formel 1-grandprix i Kina i april næste år, men det bliver ikke til noget alligevel"
VM fodbold,Storhold sendt ud af VM – overraskende gruppevinder,"Marokko snuppede overraskende førstepladsen i Gruppe F, hvor Kroatien og Belgien på forhånd var udråbt som favoritter til avancement"
Formel 1,Teamchef forlader Ferrari,Mattia Binotto stopper som Formel 1-teamchef hos Ferrari ved årets udgang
Formel 1,Dansker skal køre Hamiltons racer: Største skridt i karrieren,"Frederik Vesti har arbejdet sig op i hierarkiet hos Mercedes, og tirsdag sætter han sig i en Formel 1-racer"
Formel 1,Magnussen-nedtur ved årets sidste grandprix,I sæsonens sidste Formel 1-grandprix vandt Verstappen sin 15. sæsonsejr. Magnussen sluttede næstsidst
Formel 1,Magnussen skuffer i kvalifikation,"Med blot 0,052 sekund op til Fernando Alonso måtte Kevin Magnussen se sig elimineret i Q1"
Formel 1,Officielt: Schumacher færdig – her er Magnussens nye teamkollega,"Det bliver tyskeren Nico Hülkenberg, der bliver Kevin Magnussens teamkollega fra næste sæson"
Formel 1,Medier: Schumacher færdig hos Haas,Nico Hülkenberg bliver Kevin Magnussens holdkammerat i næste sæson. Det skriver flere medier
Formel 1,Iskold luft – Verstappen nægtede at adlyde teamordre,En kontroversiel episode mod afslutningen af Brasiliens grandprix har trukket overskrifter i hele Formel 1-verdenen
Formel 1,Straffet for at køre Magnussen af banen,"Daniel Ricciardo var skyld i, at Kevin Magnussens løbsweekend fik en brat afslutning. Nu sendes han flere pladser bagud inden starten på næste løb"
Formel 1,Magnussen udgår på første omgang i Brasilien,Allerede på første omgang af det brasilianske grandprix søndag gik det galt for Kevin Magnussen
Formel 1,Magnussen drømte om mere efter historisk præstation,"Lando Norris og bilerne fra de tre bedste hold var bare hurtigere i sprintløbet, erkender Kevin Magnussen"
Formel 1,Magnussen får point efter start i poleposition,"Kevin Magnussen startede forrest af alle, men blev overhalet af syv kørere, før han tog det sidste point"
Formel 1,Hele Formel 1-verdenen hylder vilde Magnussen,"Kevin Magnussen høster internationale roser, efter han var hurtigste mand i en regnvåd kvalifikation"
Formel 1,"- Det var ikke heldigt. Det var fuldt fortjent, siger lykkelig Haas-chef",Haas-teamchef Günther Steiner jubler over et historisk resultat for det amerikanske team
Formel 1,Tallene bag Magnussens triumf,Kevin Magnussen blev noteret for den hurtigste kvalifikationstid i Brasilien. Han starter lørdagens sprintløb fra poleposition
Formel 1,"Magnussen troede, teamet lavede sjov med poleposition","Kevin Magnussen er den første dansker, der sikrer sig poleposition i Formel 1"
Formel 1,"Ekspert er ""blæst omkuld"" af Magnussens præstation",Racerkøreren fra Danmark starter forrest i lørdagens sprintløb
Formel 1,"- Det er fantastisk, siger Magnussen",Den danske Haas-kører starter lørdagens sprintløb forrest
