Category,Headline,SubHeading
Fodbold,Irland har bedst ved at tabe: - En umulig situation at sætte sportsfolk i,"Flere resultater skal flaske sig, hvis Irland skal kvalificere til EM via Nations League"
Fodbold,Højlund lagde salen ned med sjov kommentar,Stemningen var ganske opløftende på mandagens pressemøde i San Marino. 
Fodbold,Hjulmand vil friske holdet op – efterudtaget dansker håber på minutter,Den danske offensivspiller har fået en god start i Premier League. Nu håber han at blive belønnet med minutter på landsholdet
Fodbold,"Ekspert må le: - Hvad er det dog, han laver?","Alvaro Morata tænkte ikke klart, og det kostede Spanien en scoring. "
Fodbold,"Kjær kiggede ydmygt ned, da Schmeichel fremhævede én særlig egenskab ",TV 2 Sport har mødt Simon Kjær og Peter Schmeichel til et stort dobbeltinterview. 
Fodbold,”De nye navne” er for dårlige,"Det er i bemærkelsesværdig grad de samme navne, der tegner landsholdet. I sammenligning med andre lande er der meget lidt fornyelse på det danske"
Fodbold,Solbakken sender bøn til Danmark efter skuffelse ,Norges eneste mulige vej til EM går gennem Nations League
Fodbold,Solbakken utilfreds med afgørende kendelse,Den norske landstræner Ståle Solbakken er en presse mand efter søndagens nederlag
Fodbold,Thorup tilslutter sig stor dansk trænerskare i Europa ,En række danske trænere nyder stor succes i udlandet. 
Fodbold,Disse nationer er nu klar til EM,"Spanien, Skotland og Tyrkiet sikrede sig søndag billet til næste sommers fodbold-EM i Tyskland"
Fodbold,Spanien er klar til EM – Norge skal ad svær omvej,Norge skal nu ad omveje via playoffs i Nations League for at holde drømmen om EM i live
Fodbold,Schweiz afværger den værste sensation i stort drama,"Efter 88 minutter førte Belarus med 3-1 ude mod Schweiz, men det sluttede uafgjort i EM-kvalifikationskampen"
Fodbold,"”Stop, stop, stop” – målmand går i selvsving med vild dribletur",Underholdningsværdien var generelt stor i lørdagens EM-kvalifikationskamp. Men specielt én sekvens vækker opsigt. 
Fodbold,Jess Thorup bliver Bundesliga-træner,Bundesligaklubben Augsburg har ansat danske Jess Thorup som klubbens nye cheftræner
Fodbold,Debutant fik afbrudt sin ferie på Mallorca: - Det gik så hurtigt,For første gang i karrieren er Matt O'Riley udtaget til det danske landshold. 
Fodbold,"- Banen ligner noget fra Robinson Ekspeditionen, siger Højbjerg",Parkens græstæppe møder igen kritik
Fodbold,Profil er ikke udtaget – derfor er han med på fællesbillede efter kampen,Thomas Delaney sneg sig ned til landsholdet efter lørdagens sejr. 
