Category,Headline,SubHeading,Link
Herrelandsholdet,21 nationer er EM-klar: Her er Danmarks drømme- og skrækgruppe,"EM-kvalifikationen er slut, og 21 fodboldlandshold er klar til slutrunden i Tyskland næste år. ",https://www.dr.dk/sporten/fodbold/landsholdet/21-nationer-er-em-klar-her-er-danmarks-droemme-og-skraekgruppe
Champions League,"For to år siden var det ’syret’ at slå Kiel, men nu er der sket et skifte i Aalborg",Der er enorm interesse for Aalborg Håndbolds hjemmekamp mod THW Kiel i Champions League onsdag aften.,https://www.dr.dk/sporten/haandbold/championsleague/aar-siden-var-det-syret-slaa-kiel-men-nu-er-der-sket-et-skifte-i
Kort sport,Jonas Vingegaard kan genvinde Årets Sportsnavn ,Cykelstjernen Jonas Vingegaard kan som den første atlet siden de danske håndboldkvinder i 1994 genvinde prisen som Årets Sportsnavn.,https://www.dr.dk/sporten/seneste-sport/jonas-vingegaard-kan-genvinde-aarets-sportsnavn
Vintersport,Danske curlingkvinder misser kampe om EM-medaljer,Det kvindelige danske curlinglandshold tabte onsdag til Tyskland og kan derfor ikke længere nå semifinalerne ved EM.,https://www.dr.dk/sporten/vintersport/danske-curlingkvinder-misser-kampe-om-em-medaljer
Kort sport,Kroatien booker EM-billet med pligtsejr,Med en sejr i sidste kvalifikationsrunde er det kroatiske fodboldlandshold klar til næste sommers EM i Tyskland.,https://www.dr.dk/sporten/seneste-sport/kroatien-booker-em-billet-med-pligtsejr
Kort sport,Esbjergs ishockeyherrer rejser sig efter 0-7-lussing,Esbjerg Energy fik tirsdag oprejsning efter 0-7-lussingen mod Sønderjyske i fredags.,https://www.dr.dk/sporten/seneste-sport/esbjergs-ishockeyherrer-rejser-sig-efter-0-7-lussing
Kort sport,Skjern er videre i Europa efter sejr i Portugal,"Skjern Håndbold og en velspillende Tim Winkler i målet spillede sig tirsdag aften videre fra European Leagues gruppespil, da man på hjemmebane slog Braga 32-25.",https://www.dr.dk/sporten/seneste-sport/skjern-er-videre-i-europa-efter-sejr-i-portugal
Sport,Kan du løfte 235 kilo? Det kan 42-årig dansk forsker i kødvidenskab,Danske Kathrine Bak vandt torsdag dødløftdisciplinen ved VM i udstyrsstyrkeløft med udstyr i minus 69 kilo-klassen.,https://www.dr.dk/sporten/kan-du-loefte-235-kilo-det-kan-42-aarig-dansk-forsker-i-koedvidenskab
Kort sport,Afstemning åbner kattelem for stjernes indtog til Premier League,"Premier League-klubber kan til januar leje spillere fra klubber i udlandet, som de deler ejere med.",https://www.dr.dk/sporten/seneste-sport/afstemning-aabner-kattelem-stjernes-indtog-til-premier-league
Kort sport,Fire hold jagter dansk cykeltalents underskrift,17-årige Albert Withen Philipsen kan lidt af hvert på en cykel.,https://www.dr.dk/sporten/seneste-sport/fire-hold-jagter-dansk-cykeltalents-underskrift
Fodbold,Stort fodboldmedie sender Danmark i knæ inden EM,"TV 2 Sports fodboldekspert Jonas Hebo Goldmann mener, at analysen er nogenlunde retvisende lige nu, men forudser samtidig ændringer.",https://sport.tv2.dk/fodbold/2023-11-22-stort-fodboldmedie-sender-danmark-i-knae-inden-em
Fodbold,Her er opgørene om de sidste tre EM-billetter,"Først til marts kender vi navnene på de nationer, der får de sidste tre billetter til EM.",https://sport.tv2.dk/fodbold/2023-11-23-her-er-opgoerene-om-de-sidste-tre-em-billetter
Fodbold,United-træner melder ud om Eriksen og Højlund ,Manchester United-træner Erik ten Hag forventer snart at have Højlund til rådighed. ,https://sport.tv2.dk/fodbold/2023-11-23-united-traener-melder-ud-om-eriksen-og-hoejlund
Fodbold,Bruun giver umiddelbart bud på Danmarks skræk- og drømmepulje ved EM,"For Danmark er det pest eller kolera, når det gælder lag A. ",https://sport.tv2.dk/fodbold/2023-11-22-bruun-giver-umiddelbart-bud-paa-danmarks-skraek-og-droemmepulje-ved-em
Basketball,Fans buhede af stjerne – så tog legendetræner ordet,"Kawhi Leonard mener, at buhråbene vil forfølge ham resten af karrieren.",https://sport.tv2.dk/basketball/2023-11-23-fans-buhede-af-stjerne-saa-tog-legendetraener-ordet
Badminton,Antonsen taber i Kina – kan ikke selv afgøre plads i sæsonfinalen,"Kenta Nishimoto er den eneste, der kan tage pladsen i sæsonfinalen fra Anders Antonsen.",https://sport.tv2.dk/badminton/2023-11-23-antonsen-taber-i-kina-kan-ikke-selv-afgoere-plads-i-saesonfinalen
Håndbold,Forklarer voldsomt udbrud efter Mikkel Hansen-misser,"Aalborg var bagud med seks mål mod kampens afslutning, men formåede alligevel at snuppe det ene point mod Kiel.",https://sport.tv2.dk/haandbold/2023-11-22-forklarer-voldsomt-udbrud-efter-mikkel-hansen-misser
Håndbold,De bruger næstflest penge i ligaen – men er placeret i bunden ,"Direktør erkender, at TTH Holstebro ikke får nok ud af deres høje budget. ",https://sport.tv2.dk/haandbold/2023-11-23-de-bruger-naestflest-penge-i-ligaen-men-er-placeret-i-bunden
Håndbold,Aalborg leverer gigantisk comeback mod Kiel,"Mikkel Hansen brændte et straffekast kort før tid, da Aalborg spillede 27-27 mod Kiel efter et vildt comeback.",https://sport.tv2.dk/haandbold/2023-11-22-aalborg-leverer-gigantisk-comeback-mod-kiel
E-sport,Drabelig dyst venter mellem Danmarks to bedste hold,Astralis og Heroic spiller om at undgå eliminering fra BLAST Premier Fall Final.,https://sport.tv2.dk/e-sport/2023-11-22-drabelig-dyst-venter-mellem-danmarks-to-bedste-hold
E-sport,Modstander stikker til Astralis-kaptajn efter kækt udbrud,"Benjamin 'blameF' Bremer kom til at fejre map-pointet lidt for tidligt, da Complexity efterfølgende hentede 14 runder i træk.",https://sport.tv2.dk/e-sport/2023-11-23-modstander-stikker-til-astralis-kaptajn-efter-kaekt-udbrud
E-sport,Astralis i kæmpe kollaps,"Nu venter et danskerbrag mod Heroic, hvor det tabende hold går glip af en plads på scenen i Royal Arena.",https://sport.tv2.dk/e-sport/2023-11-22-astralis-i-kaempe-kollaps
VM i håndbold,Profil slettede Facebook for år tilbage – nu overvejer komet at følge trop  ,Flere af landsholdsspillerne har taget en beslutning om at lukke ned for de sociale medier.,https://sport.tv2.dk/fodbold/2023-11-21-profil-slettede-facebook-for-aar-tilbage-nu-overvejer-komet-at-foelge-trop
Fodbold,Landstræner forstår karrierestop: - Man skal brænde for det,"Landstræner Andrée Jeglertz ærgrer sig over Nicoline Sørensens karrierestop, men har stor respekt for valget.",https://sport.tv2.dk/fodbold/2023-11-23-landstraener-forstaar-karrierestop-man-skal-braende-for-det
Håndbold,Finalefravær og trupudvidelse koster for Team Esbjerg,"Selv om underskuddet i Team Esbjerg er blevet mindre, møder seneste regnskab ikke forventningerne.",https://sport.tv2.dk/haandbold/2023-11-23-finalefravaer-og-trupudvidelse-koster-for-team-esbjerg
Fodbold,Får hård kritik efter voldelig kamp i Rio,"Slagsmål mellem brasilianske og argentinske fans skyldes en ""uagtsom"" plan for siddepladser, lyder det.",https://sport.tv2.dk/fodbold/2023-11-23-faar-haard-kritik-efter-voldelig-kamp-i-rio
Ishockey,Bjorkstrand scorer i sikker Seattle-sejr,Oliver Bjorkstrand scorede i Seattle Krakens sikre sejr på 7-1 over San Jose Sharks natten til torsdag.,https://sport.tv2.dk/ishockey/2023-11-23-bjorkstrand-scorer-i-sikker-seattle-sejr
Fodbold,Venezuela anklager Perus regering for at kidnappe landshold,"Efter en uafgjort kamp er Venezuela og Peru endt i skænderi om, hvorvidt Peru forsøgte at kidnappe landshold.",https://sport.tv2.dk/fodbold/2023-11-23-venezuela-anklager-perus-regering-for-at-kidnappe-landshold
Badminton,Antonsen er en my fra sæsonfinalen,"Hvis Anders Antonsen kvalificerer sig til sæsonfinalen, vil han gøre Viktor Axelsen og Kim Astrup/Anders Skaarup selskab.",https://sport.tv2.dk/badminton/2023-11-22-antonsen-er-en-my-fra-saesonfinalen
EM fodbold,"Her er alt, du skal vide om EM 2024","Løbende samler TV 2 Sport al relevant info, så du kan finde svar på de vigtigste spørgsmål om EM i fodbold i 2024.",https://sport.tv2.dk/fodbold/2023-11-21-her-er-alt-du-skal-vide-om-em-2024
E-sport,Heroic åbner stor turnering i Danmark med nederlag,"'Spinx' storspillede, da Vitality bankede Heroic ved BLAST Premier Fall Final 2023.",https://sport.tv2.dk/e-sport/2023-11-22-heroic-aabner-stor-turnering-i-danmark-med-nederlag
Cykling,Vælger den professionelle karriere fra: - Det kan godt se lidt sjovt ud,"Frederik Rodenberg vil så gerne til OL med banelandsholdet, at han næste år skal køre for et 'københavnerhold'.",https://sport.tv2.dk/cykling/2023-11-22-vaelger-den-professionelle-karriere-fra-det-kan-godt-se-lidt-sjovt-ud
Fodbold,FCK ærgrer sig over droppet fast track-ordning,"Der bliver ingen fast track-ordning i kvindefodbold, og det ærgrer FC København, der arbejder med andre spor.",https://sport.tv2.dk/fodbold/2023-11-22-fck-aergrer-sig-over-droppet-fast-track-ordning
Curling,Curlingkvinder får revanche med storsejr,Med 9-2 over Tjekkiet tog Danmarks curlingkvinder sin tredje sejr ved EM i Skotland.,https://sport.tv2.dk/curling/2023-11-22-curlingkvinder-faar-revanche-med-storsejr
Fodbold,Harder ikke udtaget: - Alt for store risici,Pernille Harder har misset de seneste seks klubkampe for Bayern München.,https://sport.tv2.dk/fodbold/2023-11-22-harder-ikke-udtaget-alt-for-store-risici
Håndbold,Aldrig-aldrig-aldrig,"Aldrig har der været mere turbulens, end det er tilfældet i dette års udgave af den bedste danske herreliga.",https://sport.tv2.dk/haandbold/2023-11-21-aldrig-aldrig-aldrig
Håndbold,NFH forlænger med træner,Jakob Larsen er træner i Nykøbing F. Håndboldklub frem til sommeren 2026.,https://sport.tv2.dk/haandbold/2023-11-22-nfh-forlaenger-med-traener
Fodbold,Anfører laver glidende tackling på landstræner,Grækenlands træner blev fældet under stor jubel ved udligning. ,https://sport.tv2.dk/fodbold/2023-11-22-anfoerer-laver-glidende-tackling-paa-landstraener
Fodbold,Barca-direktør begræder skrækskade til stortalent: - Umuligt at erstatte ham,"Barcelona vil ikke lede efter en erstatning for Gavi, siger klubbens sportsdirektør.",https://sport.tv2.dk/fodbold/2023-11-22-barca-direktoer-begraeder-skraekskade-til-stortalent-umuligt-at-erstatte-ham
Fodbold,DBU kigger på fælles spilleraftale,"DBU's direktør siger, at man kigger på en potentiel fælles spilleraftale, som den de har i Sverige.",https://sport.tv2.dk/fodbold/2023-11-22-dbu-kigger-paa-faelles-spilleraftale
Badminton,Gemke nedlægger All England-mesteren,Trods et afbud fra Viktor Axelsen er der stadig tre danske herresingler med i China Masters.,https://sport.tv2.dk/badminton/2023-11-22-gemke-nedlaegger-all-england-mesteren
Formel 1,"- Det er en drengedrøm, siger dansk Formel 1-håb om vild weekend","21-årige Frederik Vesti skal fredag køre i Lewis Hamiltons Mercedes-racer, inden han om søndagen skal køre om Formel 2-mesterskabet.",https://sport.tv2.dk/formel-1/2023-11-22-det-er-en-drengedroem-siger-dansk-formel-1-haab-om-vild-weekend
EM fodbold,Eksperter enige om EM-favoritter: - De kan jo næsten fodre svin med profiler,Eksperter udpeger deres favoritter ved EM-slutrunden i Tyskland. ,https://sport.tv2.dk/fodbold/2023-11-22-eksperter-enige-om-em-favoritter-de-kan-jo-naesten-fodre-svin-med-profiler
Fodbold,"Dette er billedet på Tysklands enorme frustration, siger ekspert","Leroy Sané fik et dumt rødt kort, da Tyskland endnu en gang tabte en træningskamp inden EM.",https://sport.tv2.dk/fodbold/2023-11-22-dette-er-billedet-paa-tysklands-enorme-frustration-siger-ekspert
Cykling,Danskere tager flere skridt ned i jagten på OL,"Frederik Rodenberg og Lasse Norman Leth skifter til Team CO:Play – Giant Store, hvor de får mulighed for at fokusere på banecyklingen.",https://sport.tv2.dk/cykling/2023-11-22-danskere-tager-flere-skridt-ned-i-jagten-paa-ol
E-sport,Bænket stjerne forlader Astralis efter syv år,Lukas 'gla1ve' Rossander har fundet sig en ny arbejdsgiver og forlader derfor Astralis efter syv år.,https://sport.tv2.dk/e-sport/2023-11-22-baenket-stjerne-forlader-astralis-efter-syv-aar
Fodbold,Her er Danmarks trup til vitale kampe,Landstræner Andrée Jeglertz har udtaget truppen til Nations League-kampene mod Tyskland og Island.,https://sport.tv2.dk/fodbold/2023-11-22-her-er-danmarks-trup-til-vitale-kampe
VM i håndbold,Jesper Jensen måtte stoppe spillerne: - Det kan ikke blive ved,Der bliver delt håndmadder ud i den danske VM-lejr. Landstræner Jesper Jensen er imponeret over hårdheden.,https://sport.tv2.dk/haandbold/2023-11-21-jesper-jensen-maatte-stoppe-spillerne-det-kan-ikke-blive-ved
Badminton,"Kinesiske børn fik overraskelse, da Axelsen spurgte, om han måtte spille med","Viktor Axelsen har meldt afbud til denne uges store turnering i Kina, men er til stede i byen for at lave sponsorarbejde.",https://sport.tv2.dk/badminton/2023-11-21-kinesiske-boern-fik-overraskelse-da-axelsen-spurgte-om-han-maatte-spille-med
Fodbold,Mindretal forkaster Premier League-forslag,"Premier League-klubber må fortsat gerne leje spillere fra klubber, der har samme ejer.",https://sport.tv2.dk/fodbold/2023-11-21-mindretal-forkaster-premier-league-forslag
Fodbold,Eksperter kommenterer på dansk målmandssituation,"De mener dog ikke, at Kasper Schmeichel nødvendigvis er på vej ud lige nu.",https://sport.tv2.dk/fodbold/2023-11-21-eksperter-kommenterer-paa-dansk-maalmandssituation
Fodbold,"- Der er straffespark, men han gør intet godt for sig selv, siger dommerekspert",Ukraine og Italien var i direkte duel om en EM-billet på neutral bane i Leverkusen.,https://sport.tv2.dk/fodbold/2023-11-21-der-er-straffespark-men-han-goer-intet-godt-for-sig-selv-siger-dommerekspert
