Category,Headline,SubHeading,Link
Kampsport,40-årig folkeskolelærer jagter VM-guld i kickboksning: 'Jeg elsker alt ved det',Danske Katrine Rúd Mannemar Pedersen satser på en podieplads ved VM i Portugal.,https://www.dr.dk/sporten/kampsport/40-aarig-folkeskolelaerer-jagter-vm-guld-i-kickboksning-jeg-elsker-alt-ved-det
Golf,Højgaards triumf er den mest indbringende i dansk golfhistorie,"Nicolai Højgaard vandt søndag sæsonfinalen på DP World Tour, men der er mere i vente, vurderer golfkommentator.",https://www.dr.dk/sporten/golf/dansk-golftriumf-er-pengemaessigt-suveraent-det-stoerste-nogensinde
Kort sport,Viktor Axelsen melder afbud til China Masters,"Viktor Axelsen melder natten til mandag dansk tid afbud til Super 750-turneringen China Masters, som ellers står til at blive skudt i gang tirsdag i den kinesiske by Shenzhen.",https://www.dr.dk/sporten/seneste-sport/viktor-axelsen-melder-afbud-til-china-masters
Herrelandsholdet,Danmarks 'ry og renommé' er på spil i ubetydelig landskamp,"Danmark brænder for en sejr mod Nordirland, selvom ingen af holdene har noget at spille for i EM-kvalifikationen.",https://www.dr.dk/sporten/fodbold/landsholdet/selvom-em-billetten-er-i-hus-skal-danmark-nok-vaere-taendte-mod
Fodbold,Hjulmand tøvede – så tog David Nielsen ordet ,Landstræneren søgte nogle svar mod Nordirland.,https://sport.tv2.dk/fodbold/2023-11-21-hjulmand-toevede-saa-tog-david-nielsen-ordet
Cykling,Fire hold kæmper om dansk stortalent,"Ineos, Trek, Bora og UAE Emirates er i spil til at sikre sig Albert Withen Philipsen fra 2025, siger agent.",https://sport.tv2.dk/cykling/2023-11-21-fire-hold-kaemper-om-dansk-stortalent
Fodbold,"Snydt for EM-billet? - Der var straffespark, siger dommerekspert",Ukraine og Italien var i direkte duel om en EM-billet på neutral bane i Leverkusen.,https://sport.tv2.dk/fodbold/2023-11-21-snydt-for-em-billet-der-var-straffespark-siger-dommerekspert
Fodbold,Hjulmand overvejer besøg: - Det er en svær tid,Kasper Hjulmand overvejer at besøge Jesper Lindstrøm i klubben. ,https://sport.tv2.dk/fodbold/2023-11-20-l
Fodbold,I én gruppe er alt på spil i aften,"Flere nationer må håbe på en EM-billet gennem slutspillet i Nations League, hvis kvalifikationen glipper i første omgang.",https://sport.tv2.dk/fodbold/2023-11-19-i-en-gruppe-er-alt-paa-spil-i-aften
Fodbold,Hele holdet jubler i sekunderne efter nederlag,"San Marino skrev historie, da de kom på tavlen mod Finland.",https://sport.tv2.dk/fodbold/2023-11-21-hele-holdet-jubler-i-sekunderne-efter-nederlag
Ishockey,Ishockeyunionens direktør stopper efter få måneder,"Danmarks Ishockey Union har modtaget en opsigelse fra Jonas Torines, der tiltrådte som direktør 1. september.",https://sport.tv2.dk/ishockey/2023-11-21-ishockeyunionens-direktoer-stopper-efter-faa-maaneder
Fodbold,Hjulmand havde særligt fokus – men uden held,En af Danmarks største udfordringer i år vendte tilbage i Belfast.,https://sport.tv2.dk/fodbold/2023-11-20-hjulmand-havde-saerligt-fokus-men-uden-held
Fodbold,"- Han er ikke den målmand, han har været","Anderlecht-keeperen slap ikke godt fra de seneste to landskampe, vurderer Morten Bruun.",https://sport.tv2.dk/fodbold/2023-11-21-han-er-ikke-den-maalmand-han-har-vaeret
Badminton,Antonsen henter vital sejr,"Danskeren er afhængig af gode resultater, hvis han skal med til sæsonfinalerne.",https://sport.tv2.dk/badminton/2023-11-21-antonsen-henter-vital-sejr
Fodbold,- Man får nærmest ondt i maven af at se ham spille,Morten Bruun uddeler karakterer til de danske spillere efter nederlaget i EM-kvalkampen mod Nordirland mandag aften.,https://sport.tv2.dk/fodbold/2023-11-20-man-faar-naermest-ondt-i-maven-af-at-se-ham-spille
Fodbold,Mormor var helt oppe at køre over barnebarns debut,Celtic-danskeren har en stor beundrer i Horsens.,https://sport.tv2.dk/fodbold/2023-11-21-mormor-var-helt-oppe-at-koere-over-barnebarns-debut
Fodbold,"Schmeichel reagerer på mål, ekspert kalder drop",Kasper Schmeichels rolle i Nordirlands føringsmål blev diskuteret både under og efter EM-kvalkampen.,https://sport.tv2.dk/fodbold/2023-11-20-schmeichel-reagerer-paa-maal-ekspert-kalder-drop
Fodbold,Højbjerg kalder på selvransagelse efter blandet kvalifikation,Danmark er klar til EM i Tyskland til sommer.,https://sport.tv2.dk/fodbold/2023-11-20-hoejbjerg-kalder-paa-selvransagelse-efter-blandet-kvalifikation
Fodbold,Italien er klar til EM efter direkte duel,"Italiens forsvarende europamestre er klar til EM-slutrunden efter uafgjort mod Ukraine, der stadig kan nå EM.",https://sport.tv2.dk/fodbold/2023-11-20-italien-er-klar-til-em-efter-direkte-duel
Curling,Danmark holder EM-titelforsvar i live,Efter fire nederlag i de første fem kampe lykkedes det tirsdag de danske curlingkvinder at besejre Tyrkiet.,https://sport.tv2.dk/curling/2023-11-21-danmark-holder-em-titelforsvar-i-live
Fodbold,Reaktioner efter Danmarks nederlag,Hvad sker der? Danmark lukkede EM-kvalifikationen med et nederlag på 0-2 til Nordirland mandag aften. Holdet er dog kvalificeret til EM i 2024.,https://sport.tv2.dk/live/fodbold/2023-11-21-reaktioner-efter-danmarks-nederlag
Fodbold,Schmeichel blev opsøgt på banen efter fiasko,Drengen blev roligt ført fra banen af to vagter. ,https://sport.tv2.dk/fodbold/2023-11-21-schmeichel-blev-opsoegt-paa-banen-efter-fiasko
Sport,16-dobbelt verdensmester indstiller karrieren,"63-årige Phil Taylor, hvis bedrifter i dart har vundet ham tilnavnet ""The Power"", indstiller karrieren.",https://sport.tv2.dk/2023-11-21-16-dobbelt-verdensmester-indstiller-karrieren
Fodbold,Tjekkiets landstræner siger op efter triumf,"Jaroslav Silhavy er færdig som landstræner for Tjekkiet, selv om han sikrede landet kvalifikation til EM.",https://sport.tv2.dk/fodbold/2023-11-20-tjekkiets-landstraener-siger-op-efter-triumf
Fodbold,Danmark møder Nordirland,Hvad skete der? Danmark skuffede og tabte til Nordirland med 2-0.,https://sport.tv2.dk/live/fodbold/2023-11-20-danmark-moeder-nordirland
Fodbold,Se de vigtigste resultater fra EM-kvalen mandag,"Hvad skete der? Flere store fodboldnationer havde rigtig, rigtig meget på spil i mandagens afgørende kvalkampe i Gruppe C, E og H.",https://sport.tv2.dk/live/fodbold/2023-11-20-se-de-vigtigste-resultater-fra-em-kvalen-mandag
Fodbold,"- Jeg ved ikke, hvad der sker, siger Joachim Andersen","Danmark tabte den sidste EM-kvalkamp til Nordirland, men vinder alligevel gruppen.",https://sport.tv2.dk/fodbold/2023-11-20-jeg-ved-ikke-hvad-der-sker-siger-joachim-andersen
Fodbold,Danmark taber til bundhold i sidste kvalkamp,Resultatet får dog ingen betydning for Danmarks deltagelse ved EM.,https://sport.tv2.dk/fodbold/2023-11-20-danmark-taber-til-bundhold-i-sidste-kvalkamp
Formel 1,Dansker skal køre Hamiltons racer i Formel 1-træning,"Danske Frederik Vesti får fredag en træning bag rattet i Lewis Hamiltons Mercedes-racer.
",https://sport.tv2.dk/formel-1/2023-11-20-dansker-skal-koere-hamiltons-racer-i-formel-1-traening
Fodbold,U21-landsholdet henter nøglesejr,"Tobias Bech var på pletten efter fire minutter, da Danmarks U21-landshold slog Wales 2-1 på udebane.",https://sport.tv2.dk/fodbold/2023-11-20-u21-landsholdet-henter-noeglesejr
Håndbold,GOG taber i Esbjerg efter stolpeskud i sidste sekund,Ribe-Esbjerg fik skovlen under GOG og vandt 34-33 efter en nervepirrende afslutning.,https://sport.tv2.dk/haandbold/2023-11-20-gog-taber-i-esbjerg-efter-stolpeskud-i-sidste-sekund
Fodbold,Hjulmand forklarer valg af debutant fra start,"Landstræneren slår fast, at han betragter Matt O'Riley som et stort midtbanetalent, der nu får sin første store chance på landsholdet.",https://sport.tv2.dk/fodbold/2023-11-20-hjulmand-forklarer-valg-af-debutant-fra-start
Fodbold,Franskmand sagsøger Manchester City,"Benjamin Mendy sagsøger Manchester City for et større millionbeløb, efter at han blev frikendt for voldtægt.",https://sport.tv2.dk/fodbold/2023-11-20-franskmand-sagsoeger-manchester-city
Fodbold,Hjulmand skifter syv mand – og giver debutant chancen,"Matt O’Riley får debut, når Danmark mandag aften møder Nordirland i Belfast. ",https://sport.tv2.dk/fodbold/2023-11-20-hjulmand-skifter-syv-mand-og-giver-debutant-chancen
Fodbold,Yussuf Poulsen kan fejre jubilæum – ét minde er han særligt glad for,"Yussuf Poulsen og Thomas Delaney kan spille A-landskamp nummer 75, når Danmark møder Nordirland mandag aften.",https://sport.tv2.dk/fodbold/2023-11-19-yussuf-poulsen-kan-fejre-jubilaeum-et-minde-er-han-saerligt-glad-for
Fodbold,Landstræner sender klar besked til nordirske spillere ,Nordirland har skuffet fælt i EM-kvalifikationen.,https://sport.tv2.dk/fodbold/2023-11-20-landstraener-sender-klar-besked-til-nordirske-spillere
Fodbold,Seks Messi-trøjer kan indbringe rekordsum,Seks argentinske landsholdstrøjer fra VM-triumfen i Qatar vurderes til over 70 millioner kroner.,https://sport.tv2.dk/fodbold/2023-11-20-seks-messi-troejer-kan-indbringe-rekordsum
Fodbold,Betjente slog på fans efter derby – aktindsigt afslører flere klager over politiet,"Københavns Politi vil nu lade DUP gøre sit arbejde af respekt for både egne medarbejdere og de borgere, der har klaget.",https://sport.tv2.dk/fodbold/2023-11-20-betjente-slog-paa-fans-efter-derby-aktindsigt-afsloerer-flere-klager-over-politiet
Fodbold,Hjulmand vil udnytte sjælden mulighed: - Det kan gå begge veje,"Kasper Hjulmand håber, at han mandag ""bliver klogere på noget, han ikke har set før"". ",https://sport.tv2.dk/fodbold/2023-11-20-hjulmand-vil-udnytte-sjaelden-mulighed-det-kan-gaa-begge-veje
Fodbold,DBU vil belønne Aalborgs stadionvision med landskampe,"Hvis det lykkes Aalborg at gennemføre stadionprojekt, er DBU klar til at sende flere kampe til Nordjylland.",https://sport.tv2.dk/fodbold/2023-11-20-dbu-vil-beloenne-aalborgs-stadionvision-med-landskampe
Cykling,Holdejer sætter spørgsmålstegn ved Froomes forklaring,"For mange virker det usandsynligt, at Froomes manglende resultater skyldes hans position på cyklen.",https://sport.tv2.dk/cykling/2023-11-20-holdejer-saetter-spoergsmaalstegn-ved-froomes-forklaring
Amerikansk fodbold,Uhyggelige billeder under NFL-kamp,Begge Bills-spillere ser ud til at være sluppet heldigt fra den hårde tackling.,https://sport.tv2.dk/amerikansk-fodbold/2023-11-20-uhyggelige-billeder-under-nfl-kamp
Samfund,"""65.000"" gik på gaden for Gaza, lyder det på sociale medier – men virkeligheden er en anden, vurderer eksperter","Arrangøren kalder det ""en af danmarkshistoriens største demonstrationer"" og anklager medierne for censur.",https://nyheder.tv2.dk/samfund/2023-11-21-65000-gik-paa-gaden-for-gaza-lyder-det-paa-sociale-medier-men-virkeligheden-er-en-anden-vurderer-eksperter
Krigen i Ukraine,Zelenskyj taler ud i stort interview: - Jeg har overlevet fem attentatforsøg,"Den ukrainske præsident fortæller desuden, at han har irettesat en af sine topgeneraler – og så afviser han blankt fredsforhandlinger med Rusland.",https://nyheder.tv2.dk/udland/2023-11-21-zelenskyj-taler-ud-i-stort-interview-jeg-har-overlevet-fem-attentatforsoeg
Samfund,Var som 12-årig i forhold med voksen mand – rystet over Fonseca-sag,Den aktuelle sag om en folketingspolitikers forhold til en 15-årig pige overrasker hende ikke.,https://nyheder.tv2.dk/samfund/2023-11-21-var-som-12-aarig-i-forhold-med-voksen-mand-rystet-over-fonseca-sag
Politik,Partifælle tager afstand fra Moderaternes politiske ordfører,"Jeppe Søe mener ikke, at der er belæg for at kalde Mike Fonsecas forhold til en 15-årig for grooming.",https://nyheder.tv2.dk/politik/2023-11-21-partifaelle-tager-afstand-fra-moderaternes-politiske-ordfoerer
Udland,En af verdens rigeste musikere blev anklaget for voldtægt – nu har de indgået forlig,Anklagerne er blot få af mange mod magtfulde mænd i den amerikanske musikbranche.,https://nyheder.tv2.dk/udland/2023-11-20-en-af-verdens-rigeste-musikere-blev-anklaget-for-voldtaegt-nu-har-de-indgaaet-forlig
Krig mellem Israel og Hamas,"Detaljer i aftale om våbenhvile og gidsler præsenteres inden for de kommende timer, siger Hamas",Pause i kamphandlingerne og udveksling af gidsler og fanger er hovedpunkterne i forventet aftale mellem Israel og terrorbevægelsen Hamas.,https://nyheder.tv2.dk/udland/2023-11-21-detaljer-i-aftale-om-vaabenhvile-og-gidsler-praesenteres-inden-for-de-kommende-timer-siger-hamas
Udland,Snoop Dogg har alligevel ikke røget sin sidste joint – var et reklamestunt,Rapperens rygestop var reklame for et røgfrit bålfad.,https://nyheder.tv2.dk/udland/2023-11-21-snoop-dogg-har-alligevel-ikke-roeget-sin-sidste-joint-var-et-reklamestunt
